Manufacturer,PPU,TDP,Units,Sales,Date,Channel,SOM,Month,Year,Quarter,units_avg_y,units_avg_q,monthly_index,quarterly_index,Model_x,Model_y,BIMBO PPU,DIANA PPU,DINANT PPU,KELLOGGS PPU,OTHERS PPU,PEPSICO PPU,SEÑORIAL PPU,BIMBO TDP,DIANA TDP,DINANT TDP,KELLOGGS TDP,OTHERS TDP,PEPSICO TDP,SEÑORIAL TDP
DIANA,0.68,775.0,35938.46,24330.13,2020-11-01,TRADITIONAL,17.31,11.0,2020.0,4.0,35011.86,31288.11,1.03,1.15,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
DINANT,1.17,416.0,10885.33,12700.37,2020-11-01,TRADITIONAL,9.04,11.0,2020.0,4.0,10196.31,10910.16,1.07,1.0,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
KELLOGGS,6.05,61.0,258.86,1566.08,2020-11-01,TRADITIONAL,1.11,11.0,2020.0,4.0,198.82,248.08,1.3,1.04,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
OTHERS,0.67,349.0,11184.56,7491.39,2020-11-01,TRADITIONAL,5.33,11.0,2020.0,4.0,11088.64,10377.12,1.01,1.08,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
PEPSICO,1.49,1646.0,48242.46,71989.62,2020-11-01,TRADITIONAL,51.23,11.0,2020.0,4.0,47677.24,51257.4,1.01,0.94,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
SEÑORIAL,0.98,712.0,20312.58,19949.75,2020-11-01,TRADITIONAL,14.2,11.0,2020.0,4.0,20759.75,21621.34,0.98,0.94,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
BIMBO,9.34,290.0,108.51,1013.16,2020-12-01,OT,2.33,12.0,2020.0,4.0,55.89,120.06,1.94,0.9,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
DIANA,6.58,900.0,842.27,5544.94,2020-12-01,OT,12.77,12.0,2020.0,4.0,558.75,755.99,1.51,1.11,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
DINANT,8.03,451.0,205.13,1646.21,2020-12-01,OT,3.79,12.0,2020.0,4.0,170.72,209.39,1.2,0.98,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
KELLOGGS,12.35,773.0,397.89,4912.9,2020-12-01,OT,11.32,12.0,2020.0,4.0,244.54,298.3,1.63,1.33,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
OTHERS,12.9,1553.0,589.17,7600.71,2020-12-01,OT,17.51,12.0,2020.0,4.0,472.03,536.76,1.25,1.1,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
PEPSICO,10.59,2407.0,1649.97,17470.29,2020-12-01,OT,40.25,12.0,2020.0,4.0,1173.69,1432.29,1.41,1.15,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
SEÑORIAL,5.37,843.0,971.12,5216.81,2020-12-01,OT,12.02,12.0,2020.0,4.0,854.31,819.71,1.14,1.18,,,9.34,6.58,8.03,12.35,12.9,10.59,5.37,290.0,900.0,451.0,773.0,1553.0,2407.0,843.0
BIMBO,3.32,48.0,829.64,2751.49,2020-12-01,TRADITIONAL,1.97,12.0,2020.0,4.0,669.01,1145.68,1.24,0.72,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
DIANA,0.69,765.0,35890.11,24585.27,2020-12-01,TRADITIONAL,17.6,12.0,2020.0,4.0,35011.86,31288.11,1.03,1.15,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
DINANT,1.2,410.0,9439.61,11325.38,2020-12-01,TRADITIONAL,8.11,12.0,2020.0,4.0,10196.31,10910.16,0.93,0.87,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
KELLOGGS,6.29,60.0,254.19,1599.52,2020-12-01,TRADITIONAL,1.15,12.0,2020.0,4.0,198.82,248.08,1.28,1.02,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
OTHERS,0.69,360.0,10335.19,7112.65,2020-12-01,TRADITIONAL,5.09,12.0,2020.0,4.0,11088.64,10377.12,0.93,1.0,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
PEPSICO,1.5,1640.0,48296.73,72211.9,2020-12-01,TRADITIONAL,51.7,12.0,2020.0,4.0,47677.24,51257.4,1.01,0.94,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
SEÑORIAL,0.99,679.0,20257.6,20100.31,2020-12-01,TRADITIONAL,14.39,12.0,2020.0,4.0,20759.75,21621.34,0.98,0.94,,,3.32,0.69,1.2,6.29,0.69,1.5,0.99,48.0,765.0,410.0,60.0,360.0,1640.0,679.0
BIMBO,9.73,295.0,98.82,961.29,2021-01-01,OT,2.39,1.0,2021.0,1.0,148.17,108.72,0.67,0.91,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
DIANA,6.71,915.0,785.0,5265.06,2021-01-01,OT,13.1,1.0,2021.0,1.0,721.48,685.97,1.09,1.14,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
DINANT,8.65,448.0,213.22,1843.98,2021-01-01,OT,4.59,1.0,2021.0,1.0,200.74,189.92,1.06,1.12,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
KELLOGGS,10.38,743.0,332.75,3454.22,2021-01-01,OT,8.59,1.0,2021.0,1.0,286.54,298.92,1.16,1.11,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
OTHERS,12.53,1533.0,611.3,7660.58,2021-01-01,OT,19.06,1.0,2021.0,1.0,519.73,529.09,1.18,1.16,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
PEPSICO,10.93,2467.0,1501.65,16410.79,2021-01-01,OT,40.82,1.0,2021.0,1.0,1256.63,1336.08,1.19,1.12,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
SEÑORIAL,5.42,844.0,849.53,4602.56,2021-01-01,OT,11.45,1.0,2021.0,1.0,600.34,874.62,1.42,0.97,,,9.73,6.71,8.65,10.38,12.53,10.93,5.42,295.0,915.0,448.0,743.0,1533.0,2467.0,844.0
BIMBO,3.18,48.0,1007.61,3208.1,2021-01-01,TRADITIONAL,2.08,1.0,2021.0,1.0,1080.19,1045.75,0.93,0.96,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
DIANA,0.68,766.0,38911.35,26463.8,2021-01-01,TRADITIONAL,17.17,1.0,2021.0,1.0,27706.05,32709.27,1.4,1.19,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
DINANT,1.2,422.0,11116.22,13319.78,2021-01-01,TRADITIONAL,8.64,1.0,2021.0,1.0,12003.67,11327.75,0.93,0.98,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
KELLOGGS,6.49,60.0,248.07,1609.1,2021-01-01,TRADITIONAL,1.04,1.0,2021.0,1.0,275.68,260.27,0.9,0.95,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
OTHERS,0.7,364.0,11691.97,8159.86,2021-01-01,TRADITIONAL,5.29,1.0,2021.0,1.0,11588.93,10559.28,1.01,1.11,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
PEPSICO,1.51,1626.0,53117.15,80239.58,2021-01-01,TRADITIONAL,52.05,1.0,2021.0,1.0,51582.84,52075.63,1.03,1.02,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
SEÑORIAL,0.97,675.0,21784.57,21155.16,2021-01-01,TRADITIONAL,13.72,1.0,2021.0,1.0,20210.33,21860.46,1.08,1.0,,,3.18,0.68,1.2,6.49,0.7,1.51,0.97,48.0,766.0,422.0,60.0,364.0,1626.0,675.0
BIMBO,9.19,303.0,83.56,767.52,2021-02-01,OT,2.9,2.0,2021.0,1.0,148.17,108.72,0.56,0.77,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
DIANA,6.72,901.0,532.92,3580.17,2021-02-01,OT,13.51,2.0,2021.0,1.0,721.48,685.97,0.74,0.78,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
DINANT,8.94,443.0,139.09,1243.78,2021-02-01,OT,4.69,2.0,2021.0,1.0,200.74,189.92,0.69,0.73,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
KELLOGGS,10.03,654.0,235.97,2366.16,2021-02-01,OT,8.93,2.0,2021.0,1.0,286.54,298.92,0.82,0.79,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
OTHERS,12.97,1519.0,415.89,5393.36,2021-02-01,OT,20.35,2.0,2021.0,1.0,519.73,529.09,0.8,0.79,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
PEPSICO,10.09,2406.0,1004.86,10141.27,2021-02-01,OT,38.27,2.0,2021.0,1.0,1256.63,1336.08,0.8,0.75,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
SEÑORIAL,5.61,830.0,536.83,3009.4,2021-02-01,OT,11.36,2.0,2021.0,1.0,600.34,874.62,0.89,0.61,,,9.19,6.72,8.94,10.03,12.97,10.09,5.61,303.0,901.0,443.0,654.0,1519.0,2406.0,830.0
BIMBO,3.26,51.0,840.88,2740.46,2021-02-01,TRADITIONAL,1.93,2.0,2021.0,1.0,1080.19,1045.75,0.78,0.8,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
DIANA,0.7,715.0,33522.29,23506.7,2021-02-01,TRADITIONAL,16.56,2.0,2021.0,1.0,27706.05,32709.27,1.21,1.02,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
DINANT,1.19,407.0,10690.53,12695.84,2021-02-01,TRADITIONAL,8.94,2.0,2021.0,1.0,12003.67,11327.75,0.89,0.94,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
KELLOGGS,6.16,55.0,223.42,1376.35,2021-02-01,TRADITIONAL,0.97,2.0,2021.0,1.0,275.68,260.27,0.81,0.86,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
OTHERS,0.7,342.0,10247.24,7145.07,2021-02-01,TRADITIONAL,5.03,2.0,2021.0,1.0,11588.93,10559.28,0.88,0.97,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
PEPSICO,1.52,1599.0,49711.4,75704.52,2021-02-01,TRADITIONAL,53.32,2.0,2021.0,1.0,51582.84,52075.63,0.96,0.95,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
SEÑORIAL,0.99,605.0,18978.11,18806.93,2021-02-01,TRADITIONAL,13.25,2.0,2021.0,1.0,20210.33,21860.46,0.94,0.87,,,3.26,0.7,1.19,6.16,0.7,1.52,0.99,51.0,715.0,407.0,55.0,342.0,1599.0,605.0
BIMBO,8.68,307.0,104.29,905.75,2021-03-01,OT,2.93,3.0,2021.0,1.0,148.17,108.72,0.7,0.96,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
DIANA,6.41,938.0,698.06,4474.19,2021-03-01,OT,14.46,3.0,2021.0,1.0,721.48,685.97,0.97,1.02,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
DINANT,7.64,465.0,186.69,1425.94,2021-03-01,OT,4.61,3.0,2021.0,1.0,200.74,189.92,0.93,0.98,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
KELLOGGS,11.21,695.0,255.32,2861.36,2021-03-01,OT,9.25,3.0,2021.0,1.0,286.54,298.92,0.89,0.85,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
OTHERS,12.97,1529.0,475.18,6165.14,2021-03-01,OT,19.92,3.0,2021.0,1.0,519.73,529.09,0.91,0.9,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
PEPSICO,10.23,2332.0,1122.77,11490.42,2021-03-01,OT,37.13,3.0,2021.0,1.0,1256.63,1336.08,0.89,0.84,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
SEÑORIAL,5.47,815.0,662.84,3623.01,2021-03-01,OT,11.71,3.0,2021.0,1.0,600.34,874.62,1.1,0.76,,,8.68,6.41,7.64,11.21,12.97,10.23,5.47,307.0,938.0,465.0,695.0,1529.0,2332.0,815.0
BIMBO,3.42,49.0,848.53,2899.16,2021-03-01,TRADITIONAL,1.94,3.0,2021.0,1.0,1080.19,1045.75,0.79,0.81,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
DIANA,0.77,732.0,30995.69,23822.76,2021-03-01,TRADITIONAL,15.96,3.0,2021.0,1.0,27706.05,32709.27,1.12,0.95,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
DINANT,1.2,398.0,11670.39,14045.43,2021-03-01,TRADITIONAL,9.41,3.0,2021.0,1.0,12003.67,11327.75,0.97,1.03,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
KELLOGGS,5.91,49.0,278.96,1648.99,2021-03-01,TRADITIONAL,1.1,3.0,2021.0,1.0,275.68,260.27,1.01,1.07,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
OTHERS,0.68,362.0,11044.14,7497.93,2021-03-01,TRADITIONAL,5.02,3.0,2021.0,1.0,11588.93,10559.28,0.95,1.05,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
PEPSICO,1.52,1585.0,51769.41,78608.81,2021-03-01,TRADITIONAL,52.67,3.0,2021.0,1.0,51582.84,52075.63,1.0,0.99,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
SEÑORIAL,0.99,609.0,21037.94,20736.83,2021-03-01,TRADITIONAL,13.89,3.0,2021.0,1.0,20210.33,21860.46,1.04,0.96,,,3.42,0.77,1.2,5.91,0.68,1.52,0.99,49.0,732.0,398.0,49.0,362.0,1585.0,609.0
BIMBO,8.8,299.0,111.58,981.83,2021-04-01,OT,2.94,4.0,2021.0,2.0,148.17,104.67,0.75,1.07,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
DIANA,6.35,982.0,833.72,5296.1,2021-04-01,OT,15.85,4.0,2021.0,2.0,721.48,635.42,1.16,1.31,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
DINANT,7.47,483.0,202.57,1513.98,2021-04-01,OT,4.53,4.0,2021.0,2.0,200.74,164.83,1.01,1.23,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
KELLOGGS,11.55,698.0,277.45,3205.01,2021-04-01,OT,9.59,4.0,2021.0,2.0,286.54,262.98,0.97,1.06,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
OTHERS,12.63,1572.0,515.58,6511.67,2021-04-01,OT,19.49,4.0,2021.0,2.0,519.73,483.0,0.99,1.07,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
PEPSICO,10.07,2271.0,1184.44,11931.05,2021-04-01,OT,35.72,4.0,2021.0,2.0,1256.63,1158.02,0.94,1.02,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
SEÑORIAL,5.38,804.0,737.55,3965.45,2021-04-01,OT,11.87,4.0,2021.0,2.0,600.34,822.09,1.23,0.9,,,8.8,6.35,7.47,11.55,12.63,10.07,5.38,299.0,982.0,483.0,698.0,1572.0,2271.0,804.0
BIMBO,3.25,53.0,844.43,2746.9,2021-04-01,TRADITIONAL,1.83,4.0,2021.0,2.0,1080.19,914.2,0.78,0.92,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
DIANA,0.79,741.0,29305.39,23015.74,2021-04-01,TRADITIONAL,15.33,4.0,2021.0,2.0,27706.05,31758.24,1.06,0.92,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
DINANT,1.22,421.0,12056.35,14693.96,2021-04-01,TRADITIONAL,9.79,4.0,2021.0,2.0,12003.67,10909.24,1.0,1.11,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
KELLOGGS,5.41,56.0,291.86,1579.21,2021-04-01,TRADITIONAL,1.05,4.0,2021.0,2.0,275.68,251.34,1.06,1.16,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
OTHERS,0.7,367.0,12114.54,8472.05,2021-04-01,TRADITIONAL,5.64,4.0,2021.0,2.0,11588.93,10336.06,1.05,1.17,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
PEPSICO,1.52,1623.0,52343.62,79664.41,2021-04-01,TRADITIONAL,53.07,4.0,2021.0,2.0,51582.84,51934.71,1.01,1.01,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
SEÑORIAL,0.98,631.0,20427.14,19928.66,2021-04-01,TRADITIONAL,13.28,4.0,2021.0,2.0,20210.33,20942.88,1.01,0.98,,,3.25,0.79,1.22,5.41,0.7,1.52,0.98,53.0,741.0,421.0,56.0,367.0,1623.0,631.0
BIMBO,8.79,349.0,112.3,986.91,2021-05-01,OT,3.27,5.0,2021.0,2.0,148.17,104.67,0.76,1.07,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
DIANA,6.54,987.0,624.89,4087.16,2021-05-01,OT,13.53,5.0,2021.0,2.0,721.48,635.42,0.87,0.98,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
DINANT,7.45,462.0,184.34,1374.14,2021-05-01,OT,4.55,5.0,2021.0,2.0,200.74,164.83,0.92,1.12,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
KELLOGGS,11.06,694.0,266.76,2950.08,2021-05-01,OT,9.76,5.0,2021.0,2.0,286.54,262.98,0.93,1.01,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
OTHERS,13.05,1580.0,471.68,6153.37,2021-05-01,OT,20.37,5.0,2021.0,2.0,519.73,483.0,0.91,0.98,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
PEPSICO,9.92,2231.0,1131.07,11224.18,2021-05-01,OT,37.15,5.0,2021.0,2.0,1256.63,1158.02,0.9,0.98,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
SEÑORIAL,5.82,808.0,590.69,3435.62,2021-05-01,OT,11.37,5.0,2021.0,2.0,600.34,822.09,0.98,0.72,,,8.79,6.54,7.45,11.06,13.05,9.92,5.82,349.0,987.0,462.0,694.0,1580.0,2231.0,808.0
BIMBO,3.17,48.0,1033.85,3275.88,2021-05-01,TRADITIONAL,2.2,5.0,2021.0,2.0,1080.19,914.2,0.96,1.13,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
DIANA,0.79,720.0,28912.5,22941.03,2021-05-01,TRADITIONAL,15.42,5.0,2021.0,2.0,27706.05,31758.24,1.04,0.91,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
DINANT,1.2,399.0,11799.23,14167.05,2021-05-01,TRADITIONAL,9.52,5.0,2021.0,2.0,12003.67,10909.24,0.98,1.08,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
KELLOGGS,6.01,54.0,281.72,1692.76,2021-05-01,TRADITIONAL,1.14,5.0,2021.0,2.0,275.68,251.34,1.02,1.12,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
OTHERS,0.67,382.0,12303.39,8187.1,2021-05-01,TRADITIONAL,5.5,5.0,2021.0,2.0,11588.93,10336.06,1.06,1.19,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
PEPSICO,1.51,1600.0,52055.18,78624.57,2021-05-01,TRADITIONAL,52.85,5.0,2021.0,2.0,51582.84,51934.71,1.01,1.0,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
SEÑORIAL,0.97,634.0,20405.43,19893.39,2021-05-01,TRADITIONAL,13.37,5.0,2021.0,2.0,20210.33,20942.88,1.01,0.97,,,3.17,0.79,1.2,6.01,0.67,1.51,0.97,48.0,720.0,399.0,54.0,382.0,1600.0,634.0
BIMBO,7.46,367.0,188.51,1406.13,2021-06-01,OT,4.64,6.0,2021.0,2.0,148.17,104.67,1.27,1.8,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
DIANA,6.51,1069.0,647.2,4211.0,2021-06-01,OT,13.91,6.0,2021.0,2.0,721.48,635.42,0.9,1.02,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
DINANT,7.28,473.0,193.55,1408.28,2021-06-01,OT,4.65,6.0,2021.0,2.0,200.74,164.83,0.96,1.17,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
KELLOGGS,11.28,696.0,270.76,3055.11,2021-06-01,OT,10.09,6.0,2021.0,2.0,286.54,262.98,0.94,1.03,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
OTHERS,12.76,1670.0,498.77,6365.16,2021-06-01,OT,21.03,6.0,2021.0,2.0,519.73,483.0,0.96,1.03,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
PEPSICO,9.89,2443.0,1123.99,11111.35,2021-06-01,OT,36.7,6.0,2021.0,2.0,1256.63,1158.02,0.89,0.97,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
SEÑORIAL,5.86,810.0,463.74,2715.94,2021-06-01,OT,8.97,6.0,2021.0,2.0,600.34,822.09,0.77,0.56,,,7.46,6.51,7.28,11.28,12.76,9.89,5.86,367.0,1069.0,473.0,696.0,1670.0,2443.0,810.0
BIMBO,3.13,50.0,1061.21,3319.41,2021-06-01,TRADITIONAL,2.21,6.0,2021.0,2.0,1080.19,914.2,0.98,1.16,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
DIANA,0.82,709.0,27263.33,22468.45,2021-06-01,TRADITIONAL,14.96,6.0,2021.0,2.0,27706.05,31758.24,0.98,0.86,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
DINANT,1.2,412.0,12703.11,15247.0,2021-06-01,TRADITIONAL,10.15,6.0,2021.0,2.0,12003.67,10909.24,1.06,1.16,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
KELLOGGS,5.75,55.0,318.56,1831.35,2021-06-01,TRADITIONAL,1.22,6.0,2021.0,2.0,275.68,251.34,1.16,1.27,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
OTHERS,0.67,403.0,12410.63,8360.01,2021-06-01,TRADITIONAL,5.57,6.0,2021.0,2.0,11588.93,10336.06,1.07,1.2,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
PEPSICO,1.51,1579.0,52192.74,78936.13,2021-06-01,TRADITIONAL,52.56,6.0,2021.0,2.0,51582.84,51934.71,1.01,1.0,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
SEÑORIAL,0.99,641.0,20161.89,20009.0,2021-06-01,TRADITIONAL,13.32,6.0,2021.0,2.0,20210.33,20942.88,1.0,0.96,,,3.13,0.82,1.2,5.75,0.67,1.51,0.99,50.0,709.0,412.0,55.0,403.0,1579.0,641.0
BIMBO,7.35,350.0,226.31,1662.25,2021-07-01,OT,4.87,7.0,2021.0,3.0,148.17,126.09,1.53,1.79,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
