Manufacturer,Channel,Date,SOM,SOM_hat,SOM mae,Sales,Sales_pred,Sales MAPE,Units,units_pred,units MAPE,forecast_month
PEPSICO,TRADITIONAL,2023-03-01,52.25,54.02,1.77,95716.33,93528.77,2.29,50158.38,57029.74,13.7,July 2022
PEPSICO,TRADITIONAL,2023-04-01,,54.22,,,91828.18,,,55653.45,,July 2022
PEPSICO,TRADITIONAL,2023-05-01,,54.49,,,93225.81,,,56160.13,,July 2022
PEPSICO,TRADITIONAL,2023-06-01,,54.09,,,93963.43,,,56604.47,,July 2022
PEPSICO,TRADITIONAL,2023-07-01,,54.12,,,95264.23,,,57044.45,,July 2022
SEÑORIAL,OT,2022-08-01,7.99,7.79,0.2,2965.84,2798.53,5.64,464.57,453.57,2.37,July 2022
SEÑORIAL,OT,2022-09-01,9.33,7.45,1.88,3381.55,2614.29,22.69,425.84,416.95,2.09,July 2022
SEÑORIAL,OT,2022-10-01,9.52,7.21,2.31,3597.03,2545.68,29.23,471.89,390.44,17.26,July 2022
SEÑORIAL,OT,2022-11-01,8.79,8.24,0.55,3247.52,3006.61,7.42,484.75,475.73,1.86,July 2022
SEÑORIAL,OT,2022-12-01,11.03,9.52,1.51,6220.39,4633.91,25.5,1057.59,792.12,25.1,July 2022
SEÑORIAL,OT,2023-01-01,9.73,9.69,0.04,4822.87,4416.92,8.42,739.17,736.15,0.41,July 2022
SEÑORIAL,OT,2023-02-01,8.95,9.27,0.32,3290.65,2970.86,9.72,471.38,476.1,1.0,July 2022
SEÑORIAL,OT,2023-03-01,11.02,9.59,1.43,4560.41,3566.99,21.78,621.6,584.75,5.93,July 2022
SEÑORIAL,OT,2023-04-01,,9.67,,,3896.0,,,640.79,,July 2022
SEÑORIAL,OT,2023-05-01,,8.07,,,2788.73,,,439.86,,July 2022
SEÑORIAL,OT,2023-06-01,,7.61,,,2708.23,,,427.84,,July 2022
SEÑORIAL,OT,2023-07-01,,6.95,,,2625.89,,,409.66,,July 2022
SEÑORIAL,TRADITIONAL,2022-08-01,12.56,12.36,0.2,21580.02,20288.39,5.99,21601.9,20288.39,6.08,July 2022
SEÑORIAL,TRADITIONAL,2022-09-01,12.99,12.13,0.86,23411.57,19714.55,15.79,23398.37,19714.55,15.74,July 2022
SEÑORIAL,TRADITIONAL,2022-10-01,12.87,12.04,0.83,22992.71,19674.18,14.43,22858.12,19674.18,13.93,July 2022
SEÑORIAL,TRADITIONAL,2022-11-01,12.8,11.87,0.93,22062.47,19865.71,9.96,21777.18,19865.71,8.78,July 2022
SEÑORIAL,TRADITIONAL,2022-12-01,12.82,11.64,1.18,24447.51,19988.34,18.24,24226.4,19790.44,18.31,July 2022
SEÑORIAL,TRADITIONAL,2023-01-01,12.51,11.73,0.78,22884.93,20696.71,9.56,22654.75,20696.71,8.64,July 2022
SEÑORIAL,TRADITIONAL,2023-02-01,12.56,11.38,1.18,22026.43,19143.49,13.09,21655.03,18953.95,12.47,July 2022
SEÑORIAL,TRADITIONAL,2023-03-01,12.78,11.59,1.19,23404.62,20069.82,14.25,22660.82,19871.11,12.31,July 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,11.18,,,18929.82,,,18742.4,,July 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,11.3,,,19326.74,,,19135.38,,July 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,11.24,,,19524.35,,,19331.04,,July 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,11.2,,,19712.37,,,19517.2,,July 2022
BIMBO,OT,2022-09-01,5.51,4.97,0.54,1998.98,1764.75,11.72,209.49,172.51,17.65,August 2022
BIMBO,OT,2022-10-01,5.63,5.1,0.53,2126.02,1807.0,15.01,213.24,175.27,17.81,August 2022
BIMBO,OT,2022-11-01,5.3,4.44,0.86,1959.04,1625.32,17.03,205.86,155.98,24.23,August 2022
BIMBO,OT,2022-12-01,4.52,3.65,0.87,2546.66,1762.83,30.78,243.14,178.06,26.76,August 2022
BIMBO,OT,2023-01-01,4.88,4.02,0.86,2418.09,1825.36,24.51,218.81,180.02,17.73,August 2022
BIMBO,OT,2023-02-01,5.26,5.67,0.41,1934.91,1871.0,3.3,176.74,172.76,2.25,August 2022
BIMBO,OT,2023-03-01,5.88,5.26,0.62,2431.01,2010.62,17.29,247.2,186.17,24.69,August 2022
BIMBO,OT,2023-04-01,,4.94,,,1999.9,,,180.01,,August 2022
BIMBO,OT,2023-05-01,,5.81,,,2026.31,,,195.03,,August 2022
BIMBO,OT,2023-06-01,,5.77,,,2084.7,,,214.48,,August 2022
BIMBO,OT,2023-07-01,,5.32,,,2038.63,,,212.8,,August 2022
BIMBO,OT,2023-08-01,,5.6,,,2134.38,,,211.74,,August 2022
BIMBO,TRADITIONAL,2022-09-01,4.09,4.06,0.03,7364.26,7061.42,4.11,1819.45,1701.55,6.48,August 2022
BIMBO,TRADITIONAL,2022-10-01,4.38,3.92,0.46,7821.65,6997.1,10.54,1871.67,1698.32,9.26,August 2022
BIMBO,TRADITIONAL,2022-11-01,4.24,4.01,0.23,7312.81,7378.99,0.9,1761.87,1752.73,0.52,August 2022
BIMBO,TRADITIONAL,2022-12-01,4.41,4.1,0.31,8405.08,7935.72,5.58,2069.72,1820.12,12.06,August 2022
BIMBO,TRADITIONAL,2023-01-01,3.91,4.01,0.1,7152.07,8016.82,12.09,1782.6,1899.72,6.57,August 2022
BIMBO,TRADITIONAL,2023-02-01,3.96,4.2,0.24,6943.53,8096.21,16.6,1659.8,1904.99,14.77,August 2022
BIMBO,TRADITIONAL,2023-03-01,4.05,4.14,0.09,7427.33,8368.49,12.67,1702.07,1946.16,14.34,August 2022
BIMBO,TRADITIONAL,2023-04-01,,4.3,,,8602.58,,,2033.71,,August 2022
BIMBO,TRADITIONAL,2023-05-01,,4.33,,,8848.48,,,2077.11,,August 2022
BIMBO,TRADITIONAL,2023-06-01,,4.44,,,9378.51,,,2131.48,,August 2022
BIMBO,TRADITIONAL,2023-07-01,,4.45,,,9639.27,,,2171.01,,August 2022
BIMBO,TRADITIONAL,2023-08-01,,4.57,,,10149.55,,,2196.87,,August 2022
DIANA,OT,2022-09-01,14.05,16.07,2.02,5092.37,5702.42,11.98,781.37,950.4,21.63,August 2022
DIANA,OT,2022-10-01,14.01,15.63,1.62,5293.44,5537.24,4.61,788.03,854.51,8.44,August 2022
DIANA,OT,2022-11-01,13.77,15.63,1.86,5090.03,5718.04,12.34,751.19,872.98,16.21,August 2022
DIANA,OT,2022-12-01,13.43,13.22,0.21,7573.44,6377.09,15.8,1131.6,997.98,11.81,August 2022
DIANA,OT,2023-01-01,13.14,14.17,1.03,6512.47,6434.99,1.19,956.33,988.48,3.36,August 2022
DIANA,OT,2023-02-01,12.76,15.98,3.22,4694.06,5276.07,12.4,691.51,800.62,15.78,August 2022
DIANA,OT,2023-03-01,12.9,16.1,3.2,5337.34,6156.35,15.34,784.77,954.47,21.62,August 2022
DIANA,OT,2023-04-01,,16.4,,,6635.05,,,1049.85,,August 2022
DIANA,OT,2023-05-01,,17.13,,,5972.21,,,924.49,,August 2022
DIANA,OT,2023-06-01,,15.99,,,5774.65,,,912.27,,August 2022
DIANA,OT,2023-07-01,,16.22,,,6216.74,,,957.9,,August 2022
DIANA,OT,2023-08-01,,16.18,,,6166.32,,,950.13,,August 2022
DIANA,TRADITIONAL,2022-09-01,14.79,16.34,1.55,26661.22,28416.61,6.58,25343.43,27063.44,6.79,August 2022
DIANA,TRADITIONAL,2022-10-01,15.03,16.25,1.22,26852.57,29032.05,8.12,25273.47,27649.57,9.4,August 2022
DIANA,TRADITIONAL,2022-11-01,15.32,15.55,0.23,26391.25,28608.47,8.4,25006.1,26736.89,6.92,August 2022
DIANA,TRADITIONAL,2022-12-01,14.72,15.93,1.21,28053.42,30862.67,10.01,26707.01,28314.37,6.02,August 2022
DIANA,TRADITIONAL,2023-01-01,14.47,16.06,1.59,26474.38,32109.39,21.28,24860.86,29190.35,17.41,August 2022
DIANA,TRADITIONAL,2023-02-01,14.32,15.81,1.49,25113.23,30475.93,21.35,23449.88,27455.79,17.08,August 2022
DIANA,TRADITIONAL,2023-03-01,14.19,15.63,1.44,25995.22,31568.89,21.44,24115.64,27937.07,15.85,August 2022
DIANA,TRADITIONAL,2023-04-01,,15.15,,,30339.2,,,26613.33,,August 2022
DIANA,TRADITIONAL,2023-05-01,,14.81,,,30255.04,,,26308.73,,August 2022
DIANA,TRADITIONAL,2023-06-01,,14.64,,,30961.04,,,26462.43,,August 2022
DIANA,TRADITIONAL,2023-07-01,,14.94,,,32339.08,,,27175.7,,August 2022
DIANA,TRADITIONAL,2023-08-01,,15.11,,,33528.13,,,27482.08,,August 2022
DINANT,OT,2022-09-01,5.46,5.85,0.39,1978.81,2074.97,4.86,212.79,221.21,3.96,August 2022
DINANT,OT,2022-10-01,5.38,6.13,0.75,2030.86,2173.08,7.0,221.36,214.94,2.9,August 2022
DINANT,OT,2022-11-01,5.57,5.52,0.05,2058.43,2021.08,1.81,231.17,212.75,7.97,August 2022
DINANT,OT,2022-12-01,4.47,4.9,0.43,2521.52,2366.13,6.16,286.1,256.35,10.4,August 2022
DINANT,OT,2023-01-01,4.79,4.92,0.13,2376.43,2232.22,6.07,259.6,229.42,11.63,August 2022
DINANT,OT,2023-02-01,5.44,5.23,0.21,1999.04,1726.41,13.64,222.37,170.59,23.28,August 2022
DINANT,OT,2023-03-01,5.34,5.03,0.31,2209.97,1924.03,12.94,246.15,197.95,19.58,August 2022
DINANT,OT,2023-04-01,,4.76,,,1924.81,,,199.05,,August 2022
DINANT,OT,2023-05-01,,4.93,,,1720.16,,,178.81,,August 2022
DINANT,OT,2023-06-01,,5.15,,,1858.03,,,194.15,,August 2022
DINANT,OT,2023-07-01,,5.19,,,1988.51,,,210.65,,August 2022
DINANT,OT,2023-08-01,,5.5,,,2096.95,,,224.03,,August 2022
DINANT,TRADITIONAL,2022-09-01,9.32,8.96,0.36,16796.25,15586.14,7.2,12440.13,12176.67,2.12,August 2022
DINANT,TRADITIONAL,2022-10-01,9.07,8.94,0.13,16207.03,15971.35,1.45,11408.82,12380.89,8.52,August 2022
DINANT,TRADITIONAL,2022-11-01,9.72,8.95,0.77,16747.74,16472.66,1.64,11682.43,12769.5,9.31,August 2022
DINANT,TRADITIONAL,2022-12-01,9.3,8.86,0.44,17723.97,17165.76,3.15,12027.07,13103.63,8.95,August 2022
DINANT,TRADITIONAL,2023-01-01,10.26,8.71,1.55,18778.63,17409.25,7.29,12952.95,13289.51,2.6,August 2022
DINANT,TRADITIONAL,2023-02-01,10.75,8.79,1.96,18854.32,16948.7,10.11,13345.6,13138.52,1.55,August 2022
DINANT,TRADITIONAL,2023-03-01,10.62,8.55,2.07,19448.7,17260.57,11.25,13761.13,13277.36,3.52,August 2022
DINANT,TRADITIONAL,2023-04-01,,8.93,,,17878.17,,,13544.07,,August 2022
DINANT,TRADITIONAL,2023-05-01,,8.84,,,18066.3,,,13897.16,,August 2022
DINANT,TRADITIONAL,2023-06-01,,8.93,,,18875.81,,,14192.34,,August 2022
DINANT,TRADITIONAL,2023-07-01,,8.65,,,18727.55,,,13975.78,,August 2022
DINANT,TRADITIONAL,2023-08-01,,8.51,,,18881.85,,,14090.93,,August 2022
KELLOGGS,OT,2022-09-01,9.35,10.47,1.12,3388.61,3716.12,9.67,273.3,293.76,7.49,August 2022
KELLOGGS,OT,2022-10-01,9.04,11.12,2.08,3412.74,3941.14,15.48,256.5,303.16,18.19,August 2022
KELLOGGS,OT,2022-11-01,10.35,10.85,0.5,3826.0,3969.89,3.76,266.11,304.44,14.4,August 2022
KELLOGGS,OT,2022-12-01,10.61,12.04,1.43,5983.97,5810.47,2.9,390.96,417.12,6.69,August 2022
KELLOGGS,OT,2023-01-01,9.77,10.8,1.03,4844.62,4904.06,1.23,346.73,384.03,10.76,August 2022
KELLOGGS,OT,2023-02-01,10.31,11.59,1.28,3791.52,3825.17,0.89,289.53,319.03,10.19,August 2022
KELLOGGS,OT,2023-03-01,9.42,10.7,1.28,3896.86,4090.21,4.96,270.98,318.3,17.46,August 2022
KELLOGGS,OT,2023-04-01,,10.33,,,4180.81,,,308.55,,August 2022
KELLOGGS,OT,2023-05-01,,11.15,,,3888.46,,,293.69,,August 2022
KELLOGGS,OT,2023-06-01,,11.33,,,4089.78,,,300.5,,August 2022
KELLOGGS,OT,2023-07-01,,11.38,,,4359.9,,,316.62,,August 2022
KELLOGGS,OT,2023-08-01,,11.1,,,4230.03,,,312.64,,August 2022
KELLOGGS,TRADITIONAL,2022-09-01,1.04,1.09,0.05,1878.98,1898.87,1.06,300.12,291.68,2.81,August 2022
KELLOGGS,TRADITIONAL,2022-10-01,0.99,1.02,0.03,1765.66,1815.71,2.83,290.8,291.45,0.22,August 2022
KELLOGGS,TRADITIONAL,2022-11-01,0.88,1.09,0.21,1524.77,2013.35,32.04,255.33,321.11,25.76,August 2022
KELLOGGS,TRADITIONAL,2022-12-01,0.95,1.07,0.12,1803.3,2072.99,14.96,311.5,333.28,6.99,August 2022
KELLOGGS,TRADITIONAL,2023-01-01,1.29,1.04,0.25,2356.51,2080.39,11.72,352.19,317.62,9.82,August 2022
KELLOGGS,TRADITIONAL,2023-02-01,1.08,1.09,0.01,1895.91,2095.86,10.55,314.75,310.96,1.2,August 2022
KELLOGGS,TRADITIONAL,2023-03-01,1.0,1.03,0.03,1828.29,2089.21,14.27,290.81,324.41,11.55,August 2022
KELLOGGS,TRADITIONAL,2023-04-01,,1.09,,,2177.48,,,337.07,,August 2022
KELLOGGS,TRADITIONAL,2023-05-01,,1.08,,,2196.61,,,331.31,,August 2022
KELLOGGS,TRADITIONAL,2023-06-01,,1.0,,,2122.12,,,323.49,,August 2022
KELLOGGS,TRADITIONAL,2023-07-01,,0.97,,,2094.07,,,323.16,,August 2022
KELLOGGS,TRADITIONAL,2023-08-01,,0.94,,,2076.2,,,324.41,,August 2022
OTHERS,OT,2022-09-01,19.32,19.85,0.53,7003.59,7044.82,0.59,484.28,497.52,2.73,August 2022
OTHERS,OT,2022-10-01,18.49,20.87,2.38,6982.54,7393.87,5.89,473.62,524.76,10.8,August 2022
OTHERS,OT,2022-11-01,18.19,20.35,2.16,6722.84,7445.16,10.74,461.98,539.11,16.7,August 2022
OTHERS,OT,2022-12-01,17.31,19.35,2.04,9760.1,9335.99,4.35,705.73,665.91,5.64,August 2022
OTHERS,OT,2023-01-01,19.65,19.45,0.2,9742.02,8831.12,9.35,734.65,624.11,15.05,August 2022
OTHERS,OT,2023-02-01,20.06,19.64,0.42,7375.99,6483.97,12.09,572.45,453.11,20.85,August 2022
OTHERS,OT,2023-03-01,18.93,19.3,0.37,7830.51,7377.0,5.79,606.85,508.76,16.16,August 2022
OTHERS,OT,2023-04-01,,19.25,,,7789.77,,,540.58,,August 2022
OTHERS,OT,2023-05-01,,20.57,,,7173.7,,,502.01,,August 2022
OTHERS,OT,2023-06-01,,20.47,,,7390.8,,,512.54,,August 2022
OTHERS,OT,2023-07-01,,20.57,,,7883.24,,,555.16,,August 2022
OTHERS,OT,2023-08-01,,20.32,,,7742.6,,,536.19,,August 2022
OTHERS,TRADITIONAL,2022-09-01,4.86,4.45,0.41,8752.22,7742.01,11.54,8848.19,7742.01,12.5,August 2022
OTHERS,TRADITIONAL,2022-10-01,4.53,4.54,0.01,8092.67,8108.57,0.2,7905.8,8028.28,1.55,August 2022
OTHERS,TRADITIONAL,2022-11-01,4.36,4.74,0.38,7510.34,8716.27,16.06,7415.19,8462.4,14.12,August 2022
OTHERS,TRADITIONAL,2022-12-01,4.47,4.54,0.07,8516.3,8796.57,3.29,7948.66,8221.1,3.43,August 2022
OTHERS,TRADITIONAL,2023-01-01,4.7,4.83,0.13,8593.29,9651.64,12.32,8154.39,8774.22,7.6,August 2022
OTHERS,TRADITIONAL,2023-02-01,5.0,4.83,0.17,8759.77,9312.31,6.31,8331.04,8240.98,1.08,August 2022
OTHERS,TRADITIONAL,2023-03-01,5.11,4.68,0.43,9360.37,9447.52,0.93,8608.93,8215.24,4.57,August 2022
OTHERS,TRADITIONAL,2023-04-01,,4.78,,,9579.93,,,7917.3,,August 2022
OTHERS,TRADITIONAL,2023-05-01,,4.57,,,9325.08,,,7520.22,,August 2022
OTHERS,TRADITIONAL,2023-06-01,,4.82,,,10195.83,,,7842.95,,August 2022
OTHERS,TRADITIONAL,2023-07-01,,4.82,,,10435.54,,,7730.03,,August 2022
OTHERS,TRADITIONAL,2023-08-01,,5.02,,,11148.69,,,8078.76,,August 2022
PEPSICO,OT,2022-09-01,36.99,35.42,1.57,13408.63,12570.52,6.25,1380.07,1182.55,14.31,August 2022
PEPSICO,OT,2022-10-01,37.93,35.02,2.91,14327.76,12409.99,13.38,1499.55,1164.16,22.37,August 2022
PEPSICO,OT,2022-11-01,38.04,35.55,2.49,14059.63,13006.99,7.49,1497.06,1231.72,17.72,August 2022
PEPSICO,OT,2022-12-01,38.63,37.76,0.87,21778.8,18221.18,16.34,2158.1,1714.13,20.57,August 2022
PEPSICO,OT,2023-01-01,38.03,37.83,0.2,18850.7,17179.61,8.86,1871.6,1586.3,15.24,August 2022
PEPSICO,OT,2023-02-01,37.22,33.89,3.33,13689.66,11189.6,18.26,1422.61,1067.71,24.95,August 2022
PEPSICO,OT,2023-03-01,36.5,34.67,1.83,15099.19,13254.91,12.21,1510.26,1248.11,17.36,August 2022
PEPSICO,OT,2023-04-01,,35.57,,,14396.18,,,1346.7,,August 2022
PEPSICO,OT,2023-05-01,,33.58,,,11710.43,,,1098.54,,August 2022
PEPSICO,OT,2023-06-01,,34.57,,,12483.53,,,1168.87,,August 2022
PEPSICO,OT,2023-07-01,,35.35,,,13544.16,,,1250.62,,August 2022
PEPSICO,OT,2023-08-01,,36.49,,,13904.51,,,1299.49,,August 2022
PEPSICO,TRADITIONAL,2022-09-01,52.91,53.09,0.18,95349.73,92323.88,3.17,56107.4,53990.57,3.77,August 2022
PEPSICO,TRADITIONAL,2022-10-01,53.12,53.71,0.59,94892.71,95936.5,1.1,54689.89,54820.86,0.24,August 2022
PEPSICO,TRADITIONAL,2022-11-01,52.67,54.38,1.71,90751.98,100041.46,10.24,51670.33,56203.07,8.77,August 2022
PEPSICO,TRADITIONAL,2022-12-01,53.34,54.75,1.41,101686.33,106082.01,4.32,54689.69,57968.31,5.99,August 2022
PEPSICO,TRADITIONAL,2023-01-01,52.87,54.51,1.64,96734.39,108997.4,12.68,51107.1,57977.34,13.44,August 2022
PEPSICO,TRADITIONAL,2023-02-01,52.32,54.81,2.49,91729.56,105669.94,15.2,48790.0,55324.58,13.39,August 2022
PEPSICO,TRADITIONAL,2023-03-01,52.25,55.54,3.29,95716.33,112172.38,17.19,50158.38,58423.11,16.48,August 2022
PEPSICO,TRADITIONAL,2023-04-01,,55.86,,,111867.79,,,57075.4,,August 2022
PEPSICO,TRADITIONAL,2023-05-01,,56.38,,,115165.48,,,57582.74,,August 2022
PEPSICO,TRADITIONAL,2023-06-01,,56.52,,,119505.52,,,58869.71,,August 2022
PEPSICO,TRADITIONAL,2023-07-01,,56.56,,,122410.62,,,58851.26,,August 2022
PEPSICO,TRADITIONAL,2023-08-01,,56.48,,,125337.42,,,58843.86,,August 2022
SEÑORIAL,OT,2022-09-01,9.33,7.37,1.96,3381.55,2616.52,22.62,425.84,417.97,1.85,August 2022
SEÑORIAL,OT,2022-10-01,9.52,6.13,3.39,3597.03,2173.03,39.59,471.89,331.25,29.8,August 2022
SEÑORIAL,OT,2022-11-01,8.79,7.65,1.14,3247.52,2798.13,13.84,484.75,441.34,8.95,August 2022
SEÑORIAL,OT,2022-12-01,11.03,9.07,1.96,6220.39,4377.5,29.63,1057.59,739.44,30.08,August 2022
SEÑORIAL,OT,2023-01-01,9.73,8.82,0.91,4822.87,4005.13,16.96,739.17,665.3,9.99,August 2022
SEÑORIAL,OT,2023-02-01,8.95,8.0,0.95,3290.65,2642.25,19.7,471.38,420.74,10.74,August 2022
SEÑORIAL,OT,2023-03-01,11.02,8.93,2.09,4560.41,3414.83,25.12,621.6,558.89,10.09,August 2022
SEÑORIAL,OT,2023-04-01,,8.75,,,3541.75,,,572.17,,August 2022
SEÑORIAL,OT,2023-05-01,,6.82,,,2377.31,,,370.3,,August 2022
SEÑORIAL,OT,2023-06-01,,6.72,,,2425.11,,,380.71,,August 2022
SEÑORIAL,OT,2023-07-01,,5.97,,,2286.14,,,352.8,,August 2022
SEÑORIAL,OT,2023-08-01,,4.81,,,1834.16,,,277.9,,August 2022
SEÑORIAL,TRADITIONAL,2022-09-01,12.99,12.0,0.99,23411.57,20860.82,10.9,23398.37,20860.82,10.84,August 2022
SEÑORIAL,TRADITIONAL,2022-10-01,12.87,11.62,1.25,22992.71,20764.46,9.69,22858.12,20764.46,9.16,August 2022
SEÑORIAL,TRADITIONAL,2022-11-01,12.8,11.28,1.52,22062.47,20747.0,5.96,21777.18,20747.0,4.73,August 2022
SEÑORIAL,TRADITIONAL,2022-12-01,12.82,10.75,2.07,24447.51,20825.6,14.82,24226.4,20619.4,14.89,August 2022
SEÑORIAL,TRADITIONAL,2023-01-01,12.51,10.84,1.67,22884.93,21681.47,5.26,22654.75,21681.47,4.3,August 2022
SEÑORIAL,TRADITIONAL,2023-02-01,12.56,10.48,2.08,22026.43,20209.36,8.25,21655.03,20009.26,7.6,August 2022
SEÑORIAL,TRADITIONAL,2023-03-01,12.78,10.43,2.35,23404.62,21064.39,10.0,22660.82,20855.83,7.97,August 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,9.9,,,19820.61,,,19624.37,,August 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,9.99,,,20415.68,,,20415.68,,August 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,9.65,,,20403.74,,,20201.72,,August 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,9.6,,,20771.43,,,20565.77,,August 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,9.37,,,20784.56,,,20578.77,,August 2022
BIMBO,OT,2022-10-01,5.63,5.33,0.3,2126.02,1847.82,13.09,213.24,192.28,9.83,September 2022
BIMBO,OT,2022-11-01,5.3,4.95,0.35,1959.04,1746.55,10.85,205.86,179.69,12.71,September 2022
BIMBO,OT,2022-12-01,4.52,4.14,0.38,2546.66,1901.58,25.33,243.14,206.02,15.27,September 2022
BIMBO,OT,2023-01-01,4.88,4.55,0.33,2418.09,1982.93,18.0,218.81,209.61,4.2,September 2022
BIMBO,OT,2023-02-01,5.26,6.19,0.93,1934.91,1980.45,2.35,176.74,196.08,10.94,September 2022
BIMBO,OT,2023-03-01,5.88,6.08,0.2,2431.01,2193.95,9.75,247.2,217.87,11.87,September 2022
BIMBO,OT,2023-04-01,,5.72,,,2220.16,,,214.3,,September 2022
BIMBO,OT,2023-05-01,,6.06,,,2093.37,,,216.03,,September 2022
BIMBO,OT,2023-06-01,,6.14,,,2200.91,,,242.93,,September 2022
BIMBO,OT,2023-07-01,,5.64,,,2137.83,,,239.4,,September 2022
BIMBO,OT,2023-08-01,,5.65,,,2143.15,,,227.99,,September 2022
BIMBO,OT,2023-09-01,,5.9,,,2237.35,,,224.63,,September 2022
BIMBO,TRADITIONAL,2022-10-01,4.38,3.43,0.95,7821.65,6414.77,17.99,1871.67,1591.76,14.96,September 2022
BIMBO,TRADITIONAL,2022-11-01,4.24,3.6,0.64,7312.81,6957.69,4.86,1761.87,1692.87,3.92,September 2022
BIMBO,TRADITIONAL,2022-12-01,4.41,3.71,0.7,8405.08,7506.05,10.7,2069.72,1761.98,14.87,September 2022
BIMBO,TRADITIONAL,2023-01-01,3.91,3.6,0.31,7152.07,7453.22,4.21,1782.6,1809.03,1.48,September 2022
BIMBO,TRADITIONAL,2023-02-01,3.96,3.67,0.29,6943.53,7419.46,6.85,1659.8,1787.82,7.71,September 2022
BIMBO,TRADITIONAL,2023-03-01,4.05,3.61,0.44,7427.33,7615.34,2.53,1702.07,1813.18,6.53,September 2022
BIMBO,TRADITIONAL,2023-04-01,,3.68,,,7710.95,,,1867.06,,September 2022
BIMBO,TRADITIONAL,2023-05-01,,3.79,,,8132.78,,,1955.0,,September 2022
BIMBO,TRADITIONAL,2023-06-01,,3.84,,,8484.1,,,1973.05,,September 2022
BIMBO,TRADITIONAL,2023-07-01,,3.89,,,8763.32,,,2023.86,,September 2022
BIMBO,TRADITIONAL,2023-08-01,,3.99,,,9225.57,,,2045.58,,September 2022
BIMBO,TRADITIONAL,2023-09-01,,4.16,,,9725.27,,,2142.13,,September 2022
DIANA,OT,2022-10-01,14.01,15.84,1.83,5293.44,5489.09,3.7,788.03,824.19,4.59,September 2022
DIANA,OT,2022-11-01,13.77,16.07,2.3,5090.03,5667.51,11.35,751.19,856.12,13.97,September 2022
DIANA,OT,2022-12-01,13.43,14.01,0.58,7573.44,6429.75,15.1,1131.6,956.81,15.45,September 2022
DIANA,OT,2023-01-01,13.14,14.47,1.33,6512.47,6313.43,3.06,956.33,978.83,2.35,September 2022
DIANA,OT,2023-02-01,12.76,15.85,3.09,4694.06,5068.97,7.99,691.51,771.53,11.57,September 2022
DIANA,OT,2023-03-01,12.9,16.37,3.47,5337.34,5908.47,10.7,784.77,931.94,18.75,September 2022
DIANA,OT,2023-04-01,,16.58,,,6438.4,,,1012.33,,September 2022
DIANA,OT,2023-05-01,,16.69,,,5759.66,,,895.75,,September 2022
DIANA,OT,2023-06-01,,15.44,,,5533.32,,,875.53,,September 2022
DIANA,OT,2023-07-01,,15.74,,,5966.28,,,925.01,,September 2022
DIANA,OT,2023-08-01,,15.6,,,5913.72,,,905.62,,September 2022
DIANA,OT,2023-09-01,,16.12,,,6116.36,,,973.94,,September 2022
DIANA,TRADITIONAL,2022-10-01,15.03,15.71,0.68,26852.57,29383.14,9.42,25273.47,28807.0,13.98,September 2022
DIANA,TRADITIONAL,2022-11-01,15.32,15.33,0.01,26391.25,29590.87,12.12,25006.1,28729.0,14.89,September 2022
DIANA,TRADITIONAL,2022-12-01,14.72,15.32,0.6,28053.42,30971.64,10.4,26707.01,29780.42,11.51,September 2022
DIANA,TRADITIONAL,2023-01-01,14.47,15.67,1.2,26474.38,32447.86,22.56,24860.86,31199.86,25.5,September 2022
DIANA,TRADITIONAL,2023-02-01,14.32,15.33,1.01,25113.23,30974.91,23.34,23449.88,29783.57,27.01,September 2022
DIANA,TRADITIONAL,2023-03-01,14.19,15.2,1.01,25995.22,32092.1,23.45,24115.64,30275.56,25.54,September 2022
DIANA,TRADITIONAL,2023-04-01,,14.38,,,30156.57,,,28183.71,,September 2022
DIANA,TRADITIONAL,2023-05-01,,14.25,,,30582.56,,,28581.83,,September 2022
DIANA,TRADITIONAL,2023-06-01,,13.94,,,30792.96,,,28512.0,,September 2022
DIANA,TRADITIONAL,2023-07-01,,14.03,,,31591.67,,,28983.19,,September 2022
DIANA,TRADITIONAL,2023-08-01,,14.01,,,32354.61,,,29148.3,,September 2022
DIANA,TRADITIONAL,2023-09-01,,14.29,,,33448.01,,,29600.0,,September 2022
DINANT,OT,2022-10-01,5.38,6.91,1.53,2030.86,2393.84,17.87,221.36,238.91,7.93,September 2022
DINANT,OT,2022-11-01,5.57,6.32,0.75,2058.43,2228.08,8.24,231.17,236.53,2.32,September 2022
DINANT,OT,2022-12-01,4.47,5.65,1.18,2521.52,2595.97,2.95,286.1,283.71,0.83,September 2022
DINANT,OT,2023-01-01,4.79,6.16,1.37,2376.43,2687.67,13.1,259.6,278.8,7.4,September 2022
DINANT,OT,2023-02-01,5.44,6.56,1.12,1999.04,2098.53,4.98,222.37,209.23,5.91,September 2022
DINANT,OT,2023-03-01,5.34,6.29,0.95,2209.97,2272.33,2.82,246.15,235.96,4.14,September 2022
DINANT,OT,2023-04-01,,6.26,,,2428.95,,,253.54,,September 2022
