Manufacturer,Channel,Date,SOM,SOM_hat,SOM mae,Sales,Sales_pred,Sales MAPE,Units,units_pred,units MAPE,forecast_month
DINANT,OT,2023-05-01,,6.42,,,2215.04,,,232.43,,September 2022
DINANT,OT,2023-06-01,,6.56,,,2350.28,,,247.66,,September 2022
DINANT,OT,2023-07-01,,6.33,,,2399.28,,,256.61,,September 2022
DINANT,OT,2023-08-01,,6.46,,,2448.69,,,264.15,,September 2022
DINANT,OT,2023-09-01,,6.64,,,2521.87,,,268.57,,September 2022
DINANT,TRADITIONAL,2022-10-01,9.07,8.64,0.43,16207.03,16169.67,0.23,11408.82,11977.53,4.98,September 2022
DINANT,TRADITIONAL,2022-11-01,9.72,8.61,1.11,16747.74,16610.84,0.82,11682.43,12304.32,5.32,September 2022
DINANT,TRADITIONAL,2022-12-01,9.3,8.53,0.77,17723.97,17256.08,2.64,12027.07,12504.41,3.97,September 2022
DINANT,TRADITIONAL,2023-01-01,10.26,8.36,1.9,18778.63,17307.02,7.84,12952.95,12541.32,3.18,September 2022
DINANT,TRADITIONAL,2023-02-01,10.75,8.5,2.25,18854.32,17175.31,8.91,13345.6,12628.91,5.37,September 2022
DINANT,TRADITIONAL,2023-03-01,10.62,8.24,2.38,19448.7,17387.59,10.6,13761.13,12691.67,7.77,September 2022
DINANT,TRADITIONAL,2023-04-01,,8.57,,,17963.8,,,13017.25,,September 2022
DINANT,TRADITIONAL,2023-05-01,,8.56,,,18376.22,,,13413.3,,September 2022
DINANT,TRADITIONAL,2023-06-01,,8.64,,,19079.06,,,13725.94,,September 2022
DINANT,TRADITIONAL,2023-07-01,,8.31,,,18705.3,,,13266.17,,September 2022
DINANT,TRADITIONAL,2023-08-01,,8.22,,,18979.01,,,13460.29,,September 2022
DINANT,TRADITIONAL,2023-09-01,,8.01,,,18736.55,,,13011.5,,September 2022
KELLOGGS,OT,2022-10-01,9.04,10.85,1.81,3412.74,3760.19,10.18,256.5,295.15,15.07,September 2022
KELLOGGS,OT,2022-11-01,10.35,11.04,0.69,3826.0,3894.01,1.78,266.11,300.23,12.82,September 2022
KELLOGGS,OT,2022-12-01,10.61,12.27,1.66,5983.97,5630.82,5.9,390.96,414.95,6.14,September 2022
KELLOGGS,OT,2023-01-01,9.77,11.49,1.72,4844.62,5010.76,3.43,346.73,394.86,13.88,September 2022
KELLOGGS,OT,2023-02-01,10.31,11.57,1.26,3791.52,3698.94,2.44,289.53,321.09,10.9,September 2022
KELLOGGS,OT,2023-03-01,9.42,10.91,1.49,3896.86,3939.72,1.1,270.98,319.01,17.72,September 2022
KELLOGGS,OT,2023-04-01,,11.17,,,4337.93,,,337.06,,September 2022
KELLOGGS,OT,2023-05-01,,11.84,,,4086.06,,,320.48,,September 2022
KELLOGGS,OT,2023-06-01,,11.81,,,4230.31,,,326.16,,September 2022
KELLOGGS,OT,2023-07-01,,11.88,,,4502.81,,,342.42,,September 2022
KELLOGGS,OT,2023-08-01,,11.25,,,4264.03,,,334.7,,September 2022
KELLOGGS,OT,2023-09-01,,10.7,,,4059.57,,,316.17,,September 2022
KELLOGGS,TRADITIONAL,2022-10-01,0.99,0.96,0.03,1765.66,1800.55,1.98,290.8,296.14,1.84,September 2022
KELLOGGS,TRADITIONAL,2022-11-01,0.88,1.04,0.16,1524.77,2001.17,31.24,255.33,327.52,28.27,September 2022
KELLOGGS,TRADITIONAL,2022-12-01,0.95,1.02,0.07,1803.3,2063.31,14.42,311.5,339.92,9.12,September 2022
KELLOGGS,TRADITIONAL,2023-01-01,1.29,0.99,0.3,2356.51,2055.9,12.76,352.19,321.74,8.65,September 2022
KELLOGGS,TRADITIONAL,2023-02-01,1.08,1.03,0.05,1895.91,2090.41,10.26,314.75,318.18,1.09,September 2022
KELLOGGS,TRADITIONAL,2023-03-01,1.0,1.01,0.01,1828.29,2122.73,16.1,290.81,338.01,16.23,September 2022
KELLOGGS,TRADITIONAL,2023-04-01,,1.06,,,2213.95,,,351.42,,September 2022
KELLOGGS,TRADITIONAL,2023-05-01,,1.05,,,2256.26,,,348.73,,September 2022
KELLOGGS,TRADITIONAL,2023-06-01,,0.99,,,2190.44,,,342.26,,September 2022
KELLOGGS,TRADITIONAL,2023-07-01,,0.98,,,2198.43,,,347.85,,September 2022
KELLOGGS,TRADITIONAL,2023-08-01,,0.94,,,2173.41,,,348.3,,September 2022
KELLOGGS,TRADITIONAL,2023-09-01,,0.98,,,2295.81,,,357.6,,September 2022
OTHERS,OT,2022-10-01,18.49,23.16,4.67,6982.54,8026.87,14.96,473.62,562.5,18.77,September 2022
OTHERS,OT,2022-11-01,18.19,22.9,4.71,6722.84,8077.93,20.16,461.98,577.82,25.07,September 2022
OTHERS,OT,2022-12-01,17.31,21.71,4.4,9760.1,9968.62,2.14,705.73,702.02,0.53,September 2022
OTHERS,OT,2023-01-01,19.65,21.76,2.11,9742.02,9489.09,2.6,734.65,662.18,9.86,September 2022
OTHERS,OT,2023-02-01,20.06,22.01,1.95,7375.99,7038.45,4.58,572.45,485.75,15.15,September 2022
OTHERS,OT,2023-03-01,18.93,22.28,3.35,7830.51,8042.62,2.71,606.85,547.86,9.72,September 2022
OTHERS,OT,2023-04-01,,21.61,,,8390.87,,,575.11,,September 2022
OTHERS,OT,2023-05-01,,22.58,,,7794.06,,,538.64,,September 2022
OTHERS,OT,2023-06-01,,22.42,,,8033.32,,,549.85,,September 2022
OTHERS,OT,2023-07-01,,22.44,,,8509.36,,,591.75,,September 2022
OTHERS,OT,2023-08-01,,22.08,,,8368.87,,,572.43,,September 2022
OTHERS,OT,2023-09-01,,22.1,,,8387.05,,,561.01,,September 2022
OTHERS,TRADITIONAL,2022-10-01,4.53,4.88,0.35,8092.67,9132.89,12.85,7905.8,9132.89,15.52,September 2022
OTHERS,TRADITIONAL,2022-11-01,4.36,4.96,0.6,7510.34,9581.6,27.58,7415.19,9393.72,26.68,September 2022
OTHERS,TRADITIONAL,2022-12-01,4.47,4.8,0.33,8516.3,9708.18,14.0,7948.66,9158.66,15.22,September 2022
OTHERS,TRADITIONAL,2023-01-01,4.7,5.05,0.35,8593.29,10455.97,21.68,8154.39,9681.46,18.73,September 2022
OTHERS,TRADITIONAL,2023-02-01,5.0,5.05,0.05,8759.77,10205.82,16.51,8331.04,9194.44,10.36,September 2022
OTHERS,TRADITIONAL,2023-03-01,5.11,4.9,0.21,9360.37,10350.59,10.58,8608.93,9159.81,6.4,September 2022
OTHERS,TRADITIONAL,2023-04-01,,5.0,,,10473.74,,,8876.05,,September 2022
OTHERS,TRADITIONAL,2023-05-01,,4.83,,,10363.75,,,8494.87,,September 2022
OTHERS,TRADITIONAL,2023-06-01,,5.05,,,11157.43,,,8785.38,,September 2022
OTHERS,TRADITIONAL,2023-07-01,,5.08,,,11440.28,,,8666.88,,September 2022
OTHERS,TRADITIONAL,2023-08-01,,5.25,,,12127.72,,,8983.5,,September 2022
OTHERS,TRADITIONAL,2023-09-01,,5.2,,,12163.84,,,8626.83,,September 2022
PEPSICO,OT,2022-10-01,37.93,35.66,2.27,14327.76,12359.63,13.74,1499.55,1252.24,16.49,September 2022
PEPSICO,OT,2022-11-01,38.04,36.56,1.48,14059.63,12895.37,8.28,1497.06,1318.55,11.92,September 2022
PEPSICO,OT,2022-12-01,38.63,38.16,0.47,21778.8,17517.4,19.57,2158.1,1780.22,17.51,September 2022
PEPSICO,OT,2023-01-01,38.03,38.45,0.42,18850.7,16769.1,11.04,1871.6,1671.89,10.67,September 2022
PEPSICO,OT,2023-02-01,37.22,35.48,1.74,13689.66,11343.92,17.14,1422.61,1168.27,17.88,September 2022
PEPSICO,OT,2023-03-01,36.5,36.67,0.17,15099.19,13236.34,12.34,1510.26,1345.16,10.93,September 2022
PEPSICO,OT,2023-04-01,,36.61,,,14214.08,,,1437.22,,September 2022
PEPSICO,OT,2023-05-01,,34.23,,,11814.27,,,1196.99,,September 2022
PEPSICO,OT,2023-06-01,,35.51,,,12723.51,,,1286.5,,September 2022
PEPSICO,OT,2023-07-01,,35.96,,,13634.4,,,1359.36,,September 2022
PEPSICO,OT,2023-08-01,,36.91,,,13988.29,,,1411.53,,September 2022
PEPSICO,OT,2023-09-01,,36.34,,,13791.07,,,1386.04,,September 2022
PEPSICO,TRADITIONAL,2022-10-01,53.12,51.93,1.19,94892.71,97146.5,2.38,54689.89,56154.05,2.68,September 2022
PEPSICO,TRADITIONAL,2022-11-01,52.67,51.85,0.82,90751.98,100075.27,10.27,51670.33,57514.52,11.31,September 2022
PEPSICO,TRADITIONAL,2022-12-01,53.34,52.14,1.2,101686.33,105439.73,3.69,54689.69,59235.81,8.31,September 2022
PEPSICO,TRADITIONAL,2023-01-01,52.87,52.09,0.78,96734.39,107849.61,11.49,51107.1,59258.03,15.95,September 2022
PEPSICO,TRADITIONAL,2023-02-01,52.32,52.32,0.0,91729.56,105682.55,15.21,48790.0,57125.7,17.08,September 2022
PEPSICO,TRADITIONAL,2023-03-01,52.25,52.76,0.51,95716.33,111377.02,16.36,50158.38,60530.99,20.68,September 2022
PEPSICO,TRADITIONAL,2023-04-01,,52.83,,,110755.43,,,59227.5,,September 2022
PEPSICO,TRADITIONAL,2023-05-01,,52.86,,,113479.88,,,59726.25,,September 2022
PEPSICO,TRADITIONAL,2023-06-01,,52.99,,,117036.9,,,60956.72,,September 2022
PEPSICO,TRADITIONAL,2023-07-01,,53.12,,,119605.58,,,61336.2,,September 2022
PEPSICO,TRADITIONAL,2023-08-01,,53.09,,,122632.4,,,61316.2,,September 2022
PEPSICO,TRADITIONAL,2023-09-01,,52.77,,,123500.36,,,60539.39,,September 2022
SEÑORIAL,OT,2022-10-01,9.52,2.26,7.26,3597.03,781.95,78.26,471.89,97.02,79.44,September 2022
SEÑORIAL,OT,2022-11-01,8.79,2.15,6.64,3247.52,757.7,76.67,484.75,97.02,79.99,September 2022
SEÑORIAL,OT,2022-12-01,11.03,4.06,6.97,6220.39,1863.59,70.04,1057.59,257.76,75.63,September 2022
SEÑORIAL,OT,2023-01-01,9.73,3.13,6.6,4822.87,1364.0,71.72,739.17,185.07,74.96,September 2022
SEÑORIAL,OT,2023-02-01,8.95,2.33,6.62,3290.65,744.11,77.39,471.38,97.02,79.42,September 2022
SEÑORIAL,OT,2023-03-01,11.02,1.4,9.62,4560.41,506.49,88.89,621.6,67.53,89.14,September 2022
SEÑORIAL,OT,2023-04-01,,2.05,,,795.54,,,106.5,,September 2022
SEÑORIAL,OT,2023-05-01,,2.19,,,756.72,,,97.02,,September 2022
SEÑORIAL,OT,2023-06-01,,2.11,,,754.78,,,97.02,,September 2022
SEÑORIAL,OT,2023-07-01,,2.02,,,764.49,,,97.02,,September 2022
SEÑORIAL,OT,2023-08-01,,2.04,,,774.19,,,97.02,,September 2022
SEÑORIAL,OT,2023-09-01,,2.21,,,839.19,,,97.02,,September 2022
SEÑORIAL,TRADITIONAL,2022-10-01,12.87,14.45,1.58,22992.71,27033.37,17.57,22858.12,27033.37,18.27,September 2022
SEÑORIAL,TRADITIONAL,2022-11-01,12.8,14.61,1.81,22062.47,28191.05,27.78,21777.18,28191.05,29.45,September 2022
SEÑORIAL,TRADITIONAL,2022-12-01,12.82,14.47,1.65,24447.51,29260.93,19.69,24226.4,28971.22,19.59,September 2022
SEÑORIAL,TRADITIONAL,2023-01-01,12.51,14.24,1.73,22884.93,29474.28,28.79,22654.75,29474.28,30.1,September 2022
SEÑORIAL,TRADITIONAL,2023-02-01,12.56,14.08,1.52,22026.43,28449.62,29.16,21655.03,28167.94,30.08,September 2022
SEÑORIAL,TRADITIONAL,2023-03-01,12.78,14.28,1.5,23404.62,30150.7,28.82,22660.82,29852.17,31.73,September 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,14.48,,,30364.88,,,30064.24,,September 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,14.66,,,31477.29,,,31165.63,,September 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,14.55,,,32142.05,,,31823.82,,September 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,14.59,,,32851.51,,,32526.24,,September 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,14.5,,,33498.17,,,33166.51,,September 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,14.6,,,34173.97,,,33835.61,,September 2022
BIMBO,OT,2022-11-01,5.3,5.1,0.2,1959.04,1807.35,7.74,205.86,179.3,12.9,October 2022
BIMBO,OT,2022-12-01,4.52,4.19,0.33,2546.66,1994.25,21.69,243.14,208.17,14.38,October 2022
BIMBO,OT,2023-01-01,4.88,4.59,0.29,2418.09,2088.9,13.61,218.81,212.94,2.68,October 2022
BIMBO,OT,2023-02-01,5.26,6.43,1.17,1934.91,2064.09,6.68,176.74,196.95,11.44,October 2022
BIMBO,OT,2023-03-01,5.88,6.29,0.41,2431.01,2298.48,5.45,247.2,220.16,10.94,October 2022
BIMBO,OT,2023-04-01,,5.86,,,2352.79,,,218.86,,October 2022
BIMBO,OT,2023-05-01,,6.49,,,2207.0,,,219.6,,October 2022
BIMBO,OT,2023-06-01,,6.57,,,2319.06,,,246.71,,October 2022
BIMBO,OT,2023-07-01,,6.13,,,2267.9,,,244.65,,October 2022
BIMBO,OT,2023-08-01,,5.86,,,2251.87,,,230.96,,October 2022
BIMBO,OT,2023-09-01,,6.07,,,2321.09,,,224.48,,October 2022
BIMBO,OT,2023-10-01,,6.3,,,2388.7,,,227.06,,October 2022
BIMBO,TRADITIONAL,2022-11-01,4.24,3.82,0.42,7312.81,7216.57,1.32,1761.87,1694.03,3.85,October 2022
BIMBO,TRADITIONAL,2022-12-01,4.41,3.95,0.46,8405.08,7823.13,6.92,2069.72,1769.94,14.48,October 2022
BIMBO,TRADITIONAL,2023-01-01,3.91,3.73,0.18,7152.07,7561.85,5.73,1782.6,1766.79,0.89,October 2022
BIMBO,TRADITIONAL,2023-02-01,3.96,3.87,0.09,6943.53,7584.41,9.23,1659.8,1763.82,6.27,October 2022
BIMBO,TRADITIONAL,2023-03-01,4.05,3.81,0.24,7427.33,7803.74,5.07,1702.07,1789.85,5.16,October 2022
BIMBO,TRADITIONAL,2023-04-01,,3.9,,,7940.47,,,1850.92,,October 2022
BIMBO,TRADITIONAL,2023-05-01,,3.94,,,8193.32,,,1901.0,,October 2022
BIMBO,TRADITIONAL,2023-06-01,,4.03,,,8631.76,,,1935.37,,October 2022
BIMBO,TRADITIONAL,2023-07-01,,4.11,,,8952.33,,,1993.84,,October 2022
BIMBO,TRADITIONAL,2023-08-01,,4.18,,,9313.41,,,1990.05,,October 2022
BIMBO,TRADITIONAL,2023-09-01,,4.35,,,9824.65,,,2081.49,,October 2022
BIMBO,TRADITIONAL,2023-10-01,,4.35,,,9978.22,,,2096.26,,October 2022
DIANA,OT,2022-11-01,13.77,15.04,1.27,5090.03,5331.1,4.74,751.19,804.09,7.04,October 2022
DIANA,OT,2022-12-01,13.43,13.91,0.48,7573.44,6627.87,12.49,1131.6,986.29,12.84,October 2022
DIANA,OT,2023-01-01,13.14,13.79,0.65,6512.47,6276.14,3.63,956.33,973.04,1.75,October 2022
DIANA,OT,2023-02-01,12.76,14.57,1.81,4694.06,4679.1,0.32,691.51,712.19,2.99,October 2022
DIANA,OT,2023-03-01,12.9,15.04,2.14,5337.34,5497.96,3.01,784.77,865.82,10.33,October 2022
DIANA,OT,2023-04-01,,16.0,,,6429.44,,,1009.33,,October 2022
DIANA,OT,2023-05-01,,16.01,,,5440.31,,,844.77,,October 2022
DIANA,OT,2023-06-01,,15.05,,,5312.84,,,840.64,,October 2022
DIANA,OT,2023-07-01,,15.48,,,5729.23,,,886.88,,October 2022
DIANA,OT,2023-08-01,,14.65,,,5627.62,,,860.49,,October 2022
DIANA,OT,2023-09-01,,15.55,,,5952.32,,,946.31,,October 2022
DIANA,OT,2023-10-01,,14.7,,,5573.5,,,845.75,,October 2022
DIANA,TRADITIONAL,2022-11-01,15.32,15.63,0.31,26391.25,29499.73,11.78,25006.1,28094.98,12.35,October 2022
DIANA,TRADITIONAL,2022-12-01,14.72,15.83,1.11,28053.42,31365.59,11.81,26707.01,29590.18,10.8,October 2022
DIANA,TRADITIONAL,2023-01-01,14.47,15.98,1.51,26474.38,32370.86,22.27,24860.86,30538.54,22.84,October 2022
DIANA,TRADITIONAL,2023-02-01,14.32,15.7,1.38,25113.23,30736.36,22.39,23449.88,28996.57,23.65,October 2022
DIANA,TRADITIONAL,2023-03-01,14.19,15.6,1.41,25995.22,31950.74,22.91,24115.64,29312.61,21.55,October 2022
DIANA,TRADITIONAL,2023-04-01,,14.8,,,30107.95,,,27621.98,,October 2022
DIANA,TRADITIONAL,2023-05-01,,14.71,,,30563.83,,,27785.3,,October 2022
DIANA,TRADITIONAL,2023-06-01,,14.35,,,30773.07,,,27723.49,,October 2022
DIANA,TRADITIONAL,2023-07-01,,14.37,,,31343.15,,,27984.96,,October 2022
DIANA,TRADITIONAL,2023-08-01,,14.6,,,32518.14,,,28524.69,,October 2022
DIANA,TRADITIONAL,2023-09-01,,14.66,,,33105.41,,,28539.15,,October 2022
DIANA,TRADITIONAL,2023-10-01,,14.58,,,33457.46,,,28842.64,,October 2022
DINANT,OT,2022-11-01,5.57,6.11,0.54,2058.43,2165.54,5.2,231.17,230.13,0.45,October 2022
DINANT,OT,2022-12-01,4.47,5.24,0.77,2521.52,2494.23,1.08,286.1,272.59,4.72,October 2022
DINANT,OT,2023-01-01,4.79,5.68,0.89,2376.43,2584.01,8.73,259.6,267.22,2.93,October 2022
DINANT,OT,2023-02-01,5.44,6.47,1.03,1999.04,2078.57,3.98,222.37,204.99,7.82,October 2022
DINANT,OT,2023-03-01,5.34,6.09,0.75,2209.97,2225.11,0.69,246.15,234.96,4.54,October 2022
DINANT,OT,2023-04-01,,5.88,,,2362.04,,,244.77,,October 2022
DINANT,OT,2023-05-01,,6.49,,,2206.5,,,225.84,,October 2022
DINANT,OT,2023-06-01,,6.62,,,2337.59,,,239.51,,October 2022
DINANT,OT,2023-07-01,,6.56,,,2427.48,,,251.29,,October 2022
DINANT,OT,2023-08-01,,6.71,,,2576.02,,,255.81,,October 2022
DINANT,OT,2023-09-01,,6.97,,,2666.23,,,258.61,,October 2022
DINANT,OT,2023-10-01,,7.14,,,2708.04,,,256.44,,October 2022
DINANT,TRADITIONAL,2022-11-01,9.72,9.08,0.64,16747.74,17141.83,2.35,11682.43,11661.11,0.18,October 2022
DINANT,TRADITIONAL,2022-12-01,9.3,9.11,0.19,17723.97,18063.05,1.91,12027.07,11653.58,3.11,October 2022
DINANT,TRADITIONAL,2023-01-01,10.26,9.1,1.16,18778.63,18434.62,1.83,12952.95,11450.07,11.6,October 2022
DINANT,TRADITIONAL,2023-02-01,10.75,9.24,1.51,18854.32,18095.24,4.03,13345.6,10966.81,17.82,October 2022
DINANT,TRADITIONAL,2023-03-01,10.62,8.96,1.66,19448.7,18349.15,5.65,13761.13,10668.11,22.48,October 2022
DINANT,TRADITIONAL,2023-04-01,,9.29,,,18893.9,,,10555.25,,October 2022
DINANT,TRADITIONAL,2023-05-01,,9.43,,,19596.19,,,10650.1,,October 2022
DINANT,TRADITIONAL,2023-06-01,,9.59,,,20566.96,,,10656.45,,October 2022
DINANT,TRADITIONAL,2023-07-01,,9.26,,,20185.33,,,10092.66,,October 2022
DINANT,TRADITIONAL,2023-08-01,,9.22,,,20528.93,,,9965.5,,October 2022
DINANT,TRADITIONAL,2023-09-01,,9.15,,,20664.31,,,9522.72,,October 2022
DINANT,TRADITIONAL,2023-10-01,,8.89,,,20402.91,,,8988.07,,October 2022
KELLOGGS,OT,2022-11-01,10.35,10.06,0.29,3826.0,3568.2,6.74,266.11,263.53,0.97,October 2022
KELLOGGS,OT,2022-12-01,10.61,11.08,0.47,5983.97,5278.4,11.79,390.96,372.51,4.72,October 2022
KELLOGGS,OT,2023-01-01,9.77,10.55,0.78,4844.62,4801.07,0.9,346.73,362.62,4.58,October 2022
KELLOGGS,OT,2023-02-01,10.31,10.86,0.55,3791.52,3489.23,7.97,289.53,290.29,0.26,October 2022
KELLOGGS,OT,2023-03-01,9.42,9.7,0.28,3896.86,3546.58,8.99,270.98,275.14,1.54,October 2022
KELLOGGS,OT,2023-04-01,,10.31,,,4141.81,,,308.4,,October 2022
KELLOGGS,OT,2023-05-01,,11.26,,,3827.22,,,287.54,,October 2022
KELLOGGS,OT,2023-06-01,,11.07,,,3907.53,,,288.59,,October 2022
KELLOGGS,OT,2023-07-01,,11.24,,,4162.49,,,303.39,,October 2022
KELLOGGS,OT,2023-08-01,,10.36,,,3977.98,,,299.1,,October 2022
KELLOGGS,OT,2023-09-01,,9.9,,,3788.13,,,282.49,,October 2022
KELLOGGS,OT,2023-10-01,,9.63,,,3650.53,,,261.5,,October 2022
KELLOGGS,TRADITIONAL,2022-11-01,0.88,1.09,0.21,1524.77,2051.9,34.57,255.33,335.83,31.53,October 2022
KELLOGGS,TRADITIONAL,2022-12-01,0.95,1.04,0.09,1803.3,2064.89,14.51,311.5,340.18,9.21,October 2022
KELLOGGS,TRADITIONAL,2023-01-01,1.29,1.07,0.22,2356.51,2166.87,8.05,352.19,339.1,3.72,October 2022
KELLOGGS,TRADITIONAL,2023-02-01,1.08,1.13,0.05,1895.91,2203.82,16.24,314.75,335.44,6.57,October 2022
KELLOGGS,TRADITIONAL,2023-03-01,1.0,1.09,0.09,1828.29,2225.84,21.74,290.81,354.43,21.88,October 2022
KELLOGGS,TRADITIONAL,2023-04-01,,1.12,,,2282.51,,,362.88,,October 2022
KELLOGGS,TRADITIONAL,2023-05-01,,1.14,,,2360.97,,,365.48,,October 2022
KELLOGGS,TRADITIONAL,2023-06-01,,1.07,,,2297.96,,,359.62,,October 2022
KELLOGGS,TRADITIONAL,2023-07-01,,1.07,,,2343.67,,,370.83,,October 2022
KELLOGGS,TRADITIONAL,2023-08-01,,1.03,,,2296.59,,,368.04,,October 2022
KELLOGGS,TRADITIONAL,2023-09-01,,1.08,,,2448.81,,,381.43,,October 2022
KELLOGGS,TRADITIONAL,2023-10-01,,0.97,,,2235.97,,,362.39,,October 2022
OTHERS,OT,2022-11-01,18.19,21.66,3.47,6722.84,7681.39,14.26,461.98,538.67,16.6,October 2022
OTHERS,OT,2022-12-01,17.31,20.55,3.24,9760.1,9787.45,0.28,705.73,676.4,4.16,October 2022
OTHERS,OT,2023-01-01,19.65,20.84,1.19,9742.02,9483.26,2.66,734.65,648.65,11.71,October 2022
OTHERS,OT,2023-02-01,20.06,21.66,1.6,7375.99,6957.5,5.67,572.45,470.74,17.77,October 2022
OTHERS,OT,2023-03-01,18.93,21.78,2.85,7830.51,7961.35,1.67,606.85,531.82,12.36,October 2022
OTHERS,OT,2023-04-01,,21.45,,,8618.25,,,579.18,,October 2022
OTHERS,OT,2023-05-01,,23.56,,,8006.98,,,542.85,,October 2022
OTHERS,OT,2023-06-01,,23.38,,,8254.5,,,554.37,,October 2022
OTHERS,OT,2023-07-01,,23.35,,,8642.4,,,589.52,,October 2022
OTHERS,OT,2023-08-01,,22.18,,,8520.21,,,571.44,,October 2022
OTHERS,OT,2023-09-01,,22.02,,,8424.87,,,552.81,,October 2022
OTHERS,OT,2023-10-01,,22.01,,,8344.02,,,546.07,,October 2022
OTHERS,TRADITIONAL,2022-11-01,4.36,4.32,0.04,7510.34,8156.42,8.6,7415.19,7768.02,4.76,October 2022
OTHERS,TRADITIONAL,2022-12-01,4.47,4.18,0.29,8516.3,8288.61,2.67,7948.66,7535.1,5.2,October 2022
OTHERS,TRADITIONAL,2023-01-01,4.7,4.5,0.2,8593.29,9113.19,6.05,8154.39,8064.77,1.1,October 2022
OTHERS,TRADITIONAL,2023-02-01,5.0,4.5,0.5,8759.77,8811.32,0.59,8331.04,7531.04,9.6,October 2022
OTHERS,TRADITIONAL,2023-03-01,5.11,4.35,0.76,9360.37,8911.51,4.8,8608.93,7488.67,13.01,October 2022
OTHERS,TRADITIONAL,2023-04-01,,4.39,,,8937.83,,,7150.26,,October 2022
OTHERS,TRADITIONAL,2023-05-01,,4.19,,,8711.34,,,6752.98,,October 2022
OTHERS,TRADITIONAL,2023-06-01,,4.44,,,9512.35,,,7046.19,,October 2022
OTHERS,TRADITIONAL,2023-07-01,,4.55,,,9928.74,,,7041.66,,October 2022
OTHERS,TRADITIONAL,2023-08-01,,4.62,,,10289.95,,,7145.8,,October 2022
OTHERS,TRADITIONAL,2023-09-01,,4.69,,,10585.93,,,6964.43,,October 2022
OTHERS,TRADITIONAL,2023-10-01,,4.65,,,10666.59,,,6881.67,,October 2022
PEPSICO,OT,2022-11-01,38.04,37.03,1.01,14059.63,13129.05,6.62,1497.06,1310.28,12.48,October 2022
PEPSICO,OT,2022-12-01,38.63,38.08,0.55,21778.8,18139.8,16.71,2158.1,1780.16,17.51,October 2022
PEPSICO,OT,2023-01-01,38.03,38.35,0.32,18850.7,17452.2,7.42,1871.6,1682.95,10.08,October 2022
PEPSICO,OT,2023-02-01,37.22,36.59,0.63,13689.66,11755.08,14.13,1422.61,1171.99,17.62,October 2022
PEPSICO,OT,2023-03-01,36.5,36.1,0.4,15099.19,13197.13,12.6,1510.26,1343.9,11.02,October 2022
PEPSICO,OT,2023-04-01,,35.89,,,14418.39,,,1443.28,,October 2022
PEPSICO,OT,2023-05-01,,34.81,,,11832.52,,,1207.4,,October 2022
PEPSICO,OT,2023-06-01,,36.22,,,12784.8,,,1278.48,,October 2022
PEPSICO,OT,2023-07-01,,37.07,,,13722.76,,,1380.56,,October 2022
PEPSICO,OT,2023-08-01,,36.88,,,14163.72,,,1417.79,,October 2022
PEPSICO,OT,2023-09-01,,35.9,,,13736.63,,,1397.42,,October 2022
PEPSICO,OT,2023-10-01,,36.53,,,13849.82,,,1393.34,,October 2022
PEPSICO,TRADITIONAL,2022-11-01,52.67,52.17,0.5,90751.98,98475.86,8.51,51670.33,55952.19,8.29,October 2022
PEPSICO,TRADITIONAL,2022-12-01,53.34,52.37,0.97,101686.33,103777.91,2.06,54689.69,57654.4,5.42,October 2022
PEPSICO,TRADITIONAL,2023-01-01,52.87,52.29,0.58,96734.39,105908.17,9.48,51107.1,57558.79,12.62,October 2022
PEPSICO,TRADITIONAL,2023-02-01,52.32,52.5,0.18,91729.56,102796.46,12.06,48790.0,54971.37,12.67,October 2022
PEPSICO,TRADITIONAL,2023-03-01,52.25,53.1,0.85,95716.33,108797.35,13.67,50158.38,58493.2,16.62,October 2022
PEPSICO,TRADITIONAL,2023-04-01,,53.3,,,108400.53,,,57052.91,,October 2022
PEPSICO,TRADITIONAL,2023-05-01,,53.31,,,110807.13,,,57413.02,,October 2022
PEPSICO,TRADITIONAL,2023-06-01,,53.41,,,114531.05,,,58733.87,,October 2022
PEPSICO,TRADITIONAL,2023-07-01,,53.57,,,116830.32,,,58708.7,,October 2022
PEPSICO,TRADITIONAL,2023-08-01,,53.45,,,119046.95,,,58643.82,,October 2022
PEPSICO,TRADITIONAL,2023-09-01,,53.11,,,119930.06,,,57658.68,,October 2022
PEPSICO,TRADITIONAL,2023-10-01,,53.65,,,123096.27,,,58064.28,,October 2022
SEÑORIAL,OT,2022-11-01,8.79,5.0,3.79,3247.52,1773.54,45.39,484.75,254.82,47.43,October 2022
SEÑORIAL,OT,2022-12-01,11.03,6.95,4.08,6220.39,3312.67,46.74,1057.59,498.15,52.9,October 2022
SEÑORIAL,OT,2023-01-01,9.73,6.2,3.53,4822.87,2819.04,41.55,739.17,415.79,43.75,October 2022
SEÑORIAL,OT,2023-02-01,8.95,3.42,5.53,3290.65,1100.03,66.57,471.38,155.81,66.95,October 2022
SEÑORIAL,OT,2023-03-01,11.02,5.0,6.02,4560.41,1825.92,59.96,621.6,263.86,57.55,October 2022
SEÑORIAL,OT,2023-04-01,,4.62,,,1855.44,,,262.44,,October 2022
