Manufacturer,Channel,Date,PPU,PPU_hat,PPU MAPE,TDP,TDP_hat,TDP MAPE,forecast_month
PEPSICO,TRADITIONAL,2023-05-01,,1.66,,,1705.0,,July 2022
PEPSICO,TRADITIONAL,2023-06-01,,1.66,,,1702.0,,July 2022
PEPSICO,TRADITIONAL,2023-07-01,,1.67,,,1708.0,,July 2022
SEÑORIAL,OT,2022-08-01,6.38,6.17,3.37,811.0,825.0,1.73,July 2022
SEÑORIAL,OT,2022-09-01,7.94,6.27,21.08,800.0,830.0,3.75,July 2022
SEÑORIAL,OT,2022-10-01,7.62,6.52,14.45,783.0,885.0,13.03,July 2022
SEÑORIAL,OT,2022-11-01,6.7,6.32,5.69,795.0,891.0,12.08,July 2022
SEÑORIAL,OT,2022-12-01,5.88,5.85,0.61,926.0,923.0,0.32,July 2022
SEÑORIAL,OT,2023-01-01,6.52,6.0,8.09,931.0,937.0,0.64,July 2022
SEÑORIAL,OT,2023-02-01,6.98,6.24,10.67,918.0,926.0,0.87,July 2022
SEÑORIAL,OT,2023-03-01,7.34,6.1,16.87,858.0,924.0,7.69,July 2022
SEÑORIAL,OT,2023-04-01,,6.08,,,916.0,,July 2022
SEÑORIAL,OT,2023-05-01,,6.34,,,898.0,,July 2022
SEÑORIAL,OT,2023-06-01,,6.33,,,897.0,,July 2022
SEÑORIAL,OT,2023-07-01,,6.41,,,895.0,,July 2022
SEÑORIAL,TRADITIONAL,2022-08-01,1.0,1.0,0.23,603.0,617.0,2.32,July 2022
SEÑORIAL,TRADITIONAL,2022-09-01,1.0,1.0,0.09,633.0,620.0,2.05,July 2022
SEÑORIAL,TRADITIONAL,2022-10-01,1.01,1.0,0.18,642.0,650.0,1.25,July 2022
SEÑORIAL,TRADITIONAL,2022-11-01,1.01,1.0,0.81,612.0,639.0,4.41,July 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.01,0.16,611.0,633.0,3.6,July 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.0,0.55,633.0,644.0,1.74,July 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.59,649.0,624.0,3.85,July 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.39,655.0,625.0,4.58,July 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,626.0,,July 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.01,,,623.0,,July 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.01,,,622.0,,July 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,627.0,,July 2022
BIMBO,OT,2022-09-01,9.54,10.23,7.26,386.0,387.0,0.26,August 2022
BIMBO,OT,2022-10-01,9.97,10.31,3.38,389.0,408.0,4.88,August 2022
BIMBO,OT,2022-11-01,9.52,10.42,9.54,355.0,387.0,9.01,August 2022
BIMBO,OT,2022-12-01,10.47,9.9,5.46,355.0,410.0,15.49,August 2022
BIMBO,OT,2023-01-01,11.05,10.14,8.22,375.0,411.0,9.6,August 2022
BIMBO,OT,2023-02-01,10.95,10.83,1.05,384.0,418.0,8.85,August 2022
BIMBO,OT,2023-03-01,9.83,10.8,9.79,397.0,461.0,16.12,August 2022
BIMBO,OT,2023-04-01,,11.11,,,451.0,,August 2022
BIMBO,OT,2023-05-01,,10.39,,,482.0,,August 2022
BIMBO,OT,2023-06-01,,9.72,,,494.0,,August 2022
BIMBO,OT,2023-07-01,,9.58,,,494.0,,August 2022
BIMBO,OT,2023-08-01,,10.08,,,501.0,,August 2022
BIMBO,TRADITIONAL,2022-09-01,4.05,4.15,2.46,91.0,98.0,7.69,August 2022
BIMBO,TRADITIONAL,2022-10-01,4.18,4.12,1.3,96.0,101.0,5.21,August 2022
BIMBO,TRADITIONAL,2022-11-01,4.15,4.21,1.35,96.0,120.0,25.0,August 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.36,7.4,96.0,140.0,45.83,August 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,4.22,5.26,96.0,145.0,51.04,August 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,4.25,1.55,100.0,158.0,58.0,August 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.3,1.46,105.0,166.0,58.1,August 2022
BIMBO,TRADITIONAL,2023-04-01,,4.23,,,186.0,,August 2022
BIMBO,TRADITIONAL,2023-05-01,,4.26,,,187.0,,August 2022
BIMBO,TRADITIONAL,2023-06-01,,4.4,,,210.0,,August 2022
BIMBO,TRADITIONAL,2023-07-01,,4.44,,,229.0,,August 2022
BIMBO,TRADITIONAL,2023-08-01,,4.62,,,242.0,,August 2022
DIANA,OT,2022-09-01,6.52,6.0,7.95,1031.0,1100.0,6.69,August 2022
DIANA,OT,2022-10-01,6.72,6.48,3.56,1006.0,1149.0,14.21,August 2022
DIANA,OT,2022-11-01,6.78,6.55,3.29,882.0,1176.0,33.33,August 2022
DIANA,OT,2022-12-01,6.69,6.39,4.46,918.0,1159.0,26.25,August 2022
DIANA,OT,2023-01-01,6.81,6.51,4.43,908.0,1140.0,25.55,August 2022
DIANA,OT,2023-02-01,6.79,6.59,2.9,914.0,1131.0,23.74,August 2022
DIANA,OT,2023-03-01,6.8,6.45,5.14,948.0,1159.0,22.26,August 2022
DIANA,OT,2023-04-01,,6.32,,,1185.0,,August 2022
DIANA,OT,2023-05-01,,6.46,,,1186.0,,August 2022
DIANA,OT,2023-06-01,,6.33,,,1185.0,,August 2022
DIANA,OT,2023-07-01,,6.49,,,1162.0,,August 2022
DIANA,OT,2023-08-01,,6.49,,,1162.0,,August 2022
DIANA,TRADITIONAL,2022-09-01,1.05,1.05,0.17,632.0,618.0,2.22,August 2022
DIANA,TRADITIONAL,2022-10-01,1.06,1.05,1.19,637.0,649.0,1.88,August 2022
DIANA,TRADITIONAL,2022-11-01,1.06,1.07,0.93,623.0,656.0,5.3,August 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.09,3.95,626.0,659.0,5.27,August 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.1,3.21,646.0,655.0,1.39,August 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.11,3.36,644.0,641.0,0.47,August 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.13,4.57,646.0,640.0,0.93,August 2022
DIANA,TRADITIONAL,2023-04-01,,1.14,,,645.0,,August 2022
DIANA,TRADITIONAL,2023-05-01,,1.15,,,632.0,,August 2022
DIANA,TRADITIONAL,2023-06-01,,1.17,,,625.0,,August 2022
DIANA,TRADITIONAL,2023-07-01,,1.19,,,631.0,,August 2022
DIANA,TRADITIONAL,2023-08-01,,1.22,,,621.0,,August 2022
DINANT,OT,2022-09-01,9.3,9.38,0.88,417.0,394.0,5.52,August 2022
DINANT,OT,2022-10-01,9.17,10.11,10.15,429.0,400.0,6.76,August 2022
DINANT,OT,2022-11-01,8.9,9.5,6.72,463.0,395.0,14.69,August 2022
DINANT,OT,2022-12-01,8.81,9.23,4.77,392.0,384.0,2.04,August 2022
DINANT,OT,2023-01-01,9.15,9.73,6.26,386.0,352.0,8.81,August 2022
DINANT,OT,2023-02-01,8.99,10.12,12.61,372.0,336.0,9.68,August 2022
DINANT,OT,2023-03-01,8.98,9.72,8.25,415.0,333.0,19.76,August 2022
DINANT,OT,2023-04-01,,9.67,,,322.0,,August 2022
DINANT,OT,2023-05-01,,9.62,,,310.0,,August 2022
DINANT,OT,2023-06-01,,9.57,,,305.0,,August 2022
DINANT,OT,2023-07-01,,9.44,,,291.0,,August 2022
DINANT,OT,2023-08-01,,9.36,,,300.0,,August 2022
DINANT,TRADITIONAL,2022-09-01,1.35,1.28,4.87,389.0,393.0,1.03,August 2022
DINANT,TRADITIONAL,2022-10-01,1.42,1.29,9.38,370.0,427.0,15.41,August 2022
DINANT,TRADITIONAL,2022-11-01,1.43,1.29,10.13,357.0,430.0,20.45,August 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.31,11.18,353.0,434.0,22.95,August 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.31,9.7,400.0,439.0,9.75,August 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.29,8.5,413.0,442.0,7.02,August 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.3,7.92,420.0,432.0,2.86,August 2022
DINANT,TRADITIONAL,2023-04-01,,1.32,,,443.0,,August 2022
DINANT,TRADITIONAL,2023-05-01,,1.3,,,430.0,,August 2022
DINANT,TRADITIONAL,2023-06-01,,1.33,,,434.0,,August 2022
DINANT,TRADITIONAL,2023-07-01,,1.34,,,437.0,,August 2022
DINANT,TRADITIONAL,2023-08-01,,1.34,,,441.0,,August 2022
KELLOGGS,OT,2022-09-01,12.4,12.65,2.05,638.0,657.0,2.98,August 2022
KELLOGGS,OT,2022-10-01,13.31,13.0,2.26,620.0,744.0,20.0,August 2022
KELLOGGS,OT,2022-11-01,14.38,13.04,9.32,599.0,763.0,27.38,August 2022
KELLOGGS,OT,2022-12-01,15.31,13.93,9.01,638.0,759.0,18.97,August 2022
KELLOGGS,OT,2023-01-01,13.97,12.77,8.64,688.0,715.0,3.92,August 2022
KELLOGGS,OT,2023-02-01,13.1,11.99,8.47,628.0,689.0,9.71,August 2022
KELLOGGS,OT,2023-03-01,14.38,12.85,10.64,604.0,690.0,14.24,August 2022
KELLOGGS,OT,2023-04-01,,13.55,,,684.0,,August 2022
KELLOGGS,OT,2023-05-01,,13.24,,,691.0,,August 2022
KELLOGGS,OT,2023-06-01,,13.61,,,692.0,,August 2022
KELLOGGS,OT,2023-07-01,,13.77,,,689.0,,August 2022
KELLOGGS,OT,2023-08-01,,13.53,,,687.0,,August 2022
KELLOGGS,TRADITIONAL,2022-09-01,6.26,6.51,3.97,45.0,49.0,8.89,August 2022
KELLOGGS,TRADITIONAL,2022-10-01,6.07,6.23,2.59,43.0,52.0,20.93,August 2022
KELLOGGS,TRADITIONAL,2022-11-01,5.97,6.27,4.92,40.0,52.0,30.0,August 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,6.22,7.48,45.0,51.0,13.33,August 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.55,2.13,48.0,52.0,8.33,August 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.74,11.89,49.0,52.0,6.12,August 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.44,2.37,48.0,50.0,4.17,August 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.46,,,53.0,,August 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.63,,,52.0,,August 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.56,,,51.0,,August 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.48,,,51.0,,August 2022
KELLOGGS,TRADITIONAL,2023-08-01,,6.4,,,51.0,,August 2022
OTHERS,OT,2022-09-01,14.46,14.16,2.1,1491.0,1554.0,4.23,August 2022
OTHERS,OT,2022-10-01,14.74,14.09,4.43,1463.0,1605.0,9.71,August 2022
OTHERS,OT,2022-11-01,14.55,13.81,5.11,1463.0,1667.0,13.94,August 2022
OTHERS,OT,2022-12-01,13.83,14.02,1.37,1579.0,1656.0,4.88,August 2022
OTHERS,OT,2023-01-01,13.26,14.15,6.74,1661.0,1508.0,9.21,August 2022
OTHERS,OT,2023-02-01,12.88,14.31,11.08,1573.0,1470.0,6.55,August 2022
OTHERS,OT,2023-03-01,12.9,14.5,12.34,1552.0,1523.0,1.87,August 2022
OTHERS,OT,2023-04-01,,14.41,,,1545.0,,August 2022
OTHERS,OT,2023-05-01,,14.29,,,1554.0,,August 2022
OTHERS,OT,2023-06-01,,14.42,,,1575.0,,August 2022
OTHERS,OT,2023-07-01,,14.2,,,1558.0,,August 2022
OTHERS,OT,2023-08-01,,14.44,,,1545.0,,August 2022
OTHERS,TRADITIONAL,2022-09-01,0.99,1.0,0.78,306.0,275.0,10.13,August 2022
OTHERS,TRADITIONAL,2022-10-01,1.02,1.01,1.62,289.0,278.0,3.81,August 2022
OTHERS,TRADITIONAL,2022-11-01,1.01,1.03,1.67,292.0,273.0,6.51,August 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.07,0.12,277.0,271.0,2.17,August 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.1,3.96,296.0,275.0,7.09,August 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.13,7.61,315.0,266.0,15.56,August 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.15,5.58,331.0,261.0,21.15,August 2022
OTHERS,TRADITIONAL,2023-04-01,,1.21,,,256.0,,August 2022
OTHERS,TRADITIONAL,2023-05-01,,1.24,,,246.0,,August 2022
OTHERS,TRADITIONAL,2023-06-01,,1.3,,,245.0,,August 2022
OTHERS,TRADITIONAL,2023-07-01,,1.35,,,241.0,,August 2022
OTHERS,TRADITIONAL,2023-08-01,,1.38,,,235.0,,August 2022
PEPSICO,OT,2022-09-01,9.72,10.63,9.37,2468.0,2380.0,3.57,August 2022
PEPSICO,OT,2022-10-01,9.55,10.66,11.55,2489.0,2539.0,2.01,August 2022
PEPSICO,OT,2022-11-01,9.39,10.56,12.47,2326.0,2551.0,9.67,August 2022
PEPSICO,OT,2022-12-01,10.09,10.63,5.34,2217.0,2612.0,17.82,August 2022
PEPSICO,OT,2023-01-01,10.07,10.83,7.57,2305.0,2480.0,7.59,August 2022
PEPSICO,OT,2023-02-01,9.62,10.48,8.93,2247.0,2448.0,8.95,August 2022
PEPSICO,OT,2023-03-01,10.0,10.62,6.25,2261.0,2413.0,6.72,August 2022
PEPSICO,OT,2023-04-01,,10.69,,,2435.0,,August 2022
PEPSICO,OT,2023-05-01,,10.66,,,2389.0,,August 2022
PEPSICO,OT,2023-06-01,,10.68,,,2441.0,,August 2022
PEPSICO,OT,2023-07-01,,10.83,,,2441.0,,August 2022
PEPSICO,OT,2023-08-01,,10.7,,,2490.0,,August 2022
PEPSICO,TRADITIONAL,2022-09-01,1.7,1.71,0.57,1567.0,1566.0,0.06,August 2022
PEPSICO,TRADITIONAL,2022-10-01,1.74,1.75,0.63,1544.0,1711.0,10.82,August 2022
PEPSICO,TRADITIONAL,2022-11-01,1.76,1.78,1.06,1551.0,1720.0,10.9,August 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.83,1.78,1576.0,1718.0,9.01,August 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.88,0.71,1612.0,1714.0,6.33,August 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.91,1.71,1623.0,1710.0,5.36,August 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.92,0.49,1636.0,1693.0,3.48,August 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.96,,,1695.0,,August 2022
PEPSICO,TRADITIONAL,2023-05-01,,2.0,,,1688.0,,August 2022
PEPSICO,TRADITIONAL,2023-06-01,,2.03,,,1681.0,,August 2022
PEPSICO,TRADITIONAL,2023-07-01,,2.08,,,1682.0,,August 2022
PEPSICO,TRADITIONAL,2023-08-01,,2.13,,,1684.0,,August 2022
SEÑORIAL,OT,2022-09-01,7.94,6.26,21.16,800.0,815.0,1.88,August 2022
SEÑORIAL,OT,2022-10-01,7.62,6.56,13.96,783.0,841.0,7.41,August 2022
SEÑORIAL,OT,2022-11-01,6.7,6.34,5.35,795.0,857.0,7.8,August 2022
SEÑORIAL,OT,2022-12-01,5.88,5.92,0.58,926.0,882.0,4.75,August 2022
SEÑORIAL,OT,2023-01-01,6.52,6.02,7.77,931.0,872.0,6.34,August 2022
SEÑORIAL,OT,2023-02-01,6.98,6.28,10.0,918.0,848.0,7.63,August 2022
SEÑORIAL,OT,2023-03-01,7.34,6.11,16.67,858.0,860.0,0.23,August 2022
SEÑORIAL,OT,2023-04-01,,6.19,,,842.0,,August 2022
SEÑORIAL,OT,2023-05-01,,6.42,,,819.0,,August 2022
SEÑORIAL,OT,2023-06-01,,6.37,,,821.0,,August 2022
SEÑORIAL,OT,2023-07-01,,6.48,,,818.0,,August 2022
SEÑORIAL,OT,2023-08-01,,6.6,,,816.0,,August 2022
SEÑORIAL,TRADITIONAL,2022-09-01,1.0,1.0,0.04,633.0,607.0,4.11,August 2022
SEÑORIAL,TRADITIONAL,2022-10-01,1.01,1.0,0.31,642.0,636.0,0.93,August 2022
SEÑORIAL,TRADITIONAL,2022-11-01,1.01,1.0,0.95,612.0,626.0,2.29,August 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.01,0.02,611.0,620.0,1.47,August 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.0,0.69,633.0,630.0,0.47,August 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.74,649.0,611.0,5.86,August 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.53,655.0,611.0,6.72,August 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,613.0,,August 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.0,,,610.0,,August 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.01,,,609.0,,August 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,614.0,,August 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,1.01,,,614.0,,August 2022
BIMBO,OT,2022-10-01,9.97,9.61,3.61,389.0,405.0,4.11,September 2022
BIMBO,OT,2022-11-01,9.52,9.72,2.13,355.0,362.0,1.97,September 2022
BIMBO,OT,2022-12-01,10.47,9.23,11.85,355.0,409.0,15.21,September 2022
BIMBO,OT,2023-01-01,11.05,9.46,14.43,375.0,400.0,6.67,September 2022
BIMBO,OT,2023-02-01,10.95,10.1,7.74,384.0,400.0,4.17,September 2022
BIMBO,OT,2023-03-01,9.83,10.07,2.36,397.0,405.0,2.02,September 2022
BIMBO,OT,2023-04-01,,10.36,,,417.0,,September 2022
BIMBO,OT,2023-05-01,,9.69,,,419.0,,September 2022
BIMBO,OT,2023-06-01,,9.06,,,437.0,,September 2022
BIMBO,OT,2023-07-01,,8.93,,,419.0,,September 2022
BIMBO,OT,2023-08-01,,9.4,,,435.0,,September 2022
BIMBO,OT,2023-09-01,,9.96,,,427.0,,September 2022
BIMBO,TRADITIONAL,2022-10-01,4.18,4.03,3.67,96.0,89.0,7.29,September 2022
BIMBO,TRADITIONAL,2022-11-01,4.15,4.11,1.07,96.0,100.0,4.17,September 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.26,4.83,96.0,111.0,15.62,September 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,4.12,2.73,96.0,109.0,13.54,September 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,4.15,0.88,100.0,113.0,13.0,September 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.2,3.82,105.0,114.0,8.57,September 2022
BIMBO,TRADITIONAL,2023-04-01,,4.13,,,123.0,,September 2022
BIMBO,TRADITIONAL,2023-05-01,,4.16,,,119.0,,September 2022
BIMBO,TRADITIONAL,2023-06-01,,4.3,,,129.0,,September 2022
BIMBO,TRADITIONAL,2023-07-01,,4.33,,,136.0,,September 2022
BIMBO,TRADITIONAL,2023-08-01,,4.51,,,140.0,,September 2022
BIMBO,TRADITIONAL,2023-09-01,,4.54,,,148.0,,September 2022
DIANA,OT,2022-10-01,6.72,6.66,0.92,1006.0,1122.0,11.53,September 2022
DIANA,OT,2022-11-01,6.78,6.62,2.27,882.0,1138.0,29.02,September 2022
DIANA,OT,2022-12-01,6.69,6.72,0.43,918.0,1132.0,23.31,September 2022
DIANA,OT,2023-01-01,6.81,6.45,5.31,908.0,1093.0,20.37,September 2022
DIANA,OT,2023-02-01,6.79,6.57,3.26,914.0,1092.0,19.47,September 2022
DIANA,OT,2023-03-01,6.8,6.34,6.76,948.0,1190.0,25.53,September 2022
DIANA,OT,2023-04-01,,6.36,,,1185.0,,September 2022
DIANA,OT,2023-05-01,,6.43,,,1206.0,,September 2022
DIANA,OT,2023-06-01,,6.32,,,1191.0,,September 2022
DIANA,OT,2023-07-01,,6.45,,,1174.0,,September 2022
DIANA,OT,2023-08-01,,6.53,,,1151.0,,September 2022
DIANA,OT,2023-09-01,,6.28,,,1161.0,,September 2022
DIANA,TRADITIONAL,2022-10-01,1.06,1.02,3.9,637.0,664.0,4.24,September 2022
DIANA,TRADITIONAL,2022-11-01,1.06,1.03,2.25,623.0,671.0,7.7,September 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.04,1.06,626.0,674.0,7.67,September 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.04,2.45,646.0,670.0,3.72,September 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.04,2.7,644.0,656.0,1.86,September 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.06,1.2,646.0,655.0,1.39,September 2022
DIANA,TRADITIONAL,2023-04-01,,1.07,,,660.0,,September 2022
DIANA,TRADITIONAL,2023-05-01,,1.07,,,646.0,,September 2022
DIANA,TRADITIONAL,2023-06-01,,1.08,,,639.0,,September 2022
DIANA,TRADITIONAL,2023-07-01,,1.09,,,646.0,,September 2022
DIANA,TRADITIONAL,2023-08-01,,1.11,,,635.0,,September 2022
DIANA,TRADITIONAL,2023-09-01,,1.13,,,634.0,,September 2022
DINANT,OT,2022-10-01,9.17,10.02,9.18,429.0,422.0,1.63,September 2022
DINANT,OT,2022-11-01,8.9,9.42,5.77,463.0,421.0,9.07,September 2022
DINANT,OT,2022-12-01,8.81,9.15,3.83,392.0,414.0,5.61,September 2022
DINANT,OT,2023-01-01,9.15,9.64,5.29,386.0,384.0,0.52,September 2022
DINANT,OT,2023-02-01,8.99,10.03,11.58,372.0,370.0,0.54,September 2022
DINANT,OT,2023-03-01,8.98,9.63,7.26,415.0,370.0,10.84,September 2022
DINANT,OT,2023-04-01,,9.58,,,362.0,,September 2022
DINANT,OT,2023-05-01,,9.53,,,352.0,,September 2022
DINANT,OT,2023-06-01,,9.49,,,350.0,,September 2022
DINANT,OT,2023-07-01,,9.35,,,336.0,,September 2022
DINANT,OT,2023-08-01,,9.27,,,350.0,,September 2022
DINANT,OT,2023-09-01,,9.39,,,351.0,,September 2022
DINANT,TRADITIONAL,2022-10-01,1.42,1.35,4.74,370.0,423.0,14.32,September 2022
DINANT,TRADITIONAL,2022-11-01,1.43,1.35,5.53,357.0,426.0,19.33,September 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.38,6.64,353.0,431.0,22.1,September 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.38,5.09,400.0,435.0,8.75,September 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.36,3.82,413.0,438.0,6.05,September 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.37,3.23,420.0,428.0,1.9,September 2022
DINANT,TRADITIONAL,2023-04-01,,1.38,,,439.0,,September 2022
DINANT,TRADITIONAL,2023-05-01,,1.37,,,426.0,,September 2022
DINANT,TRADITIONAL,2023-06-01,,1.39,,,431.0,,September 2022
DINANT,TRADITIONAL,2023-07-01,,1.41,,,433.0,,September 2022
DINANT,TRADITIONAL,2023-08-01,,1.41,,,437.0,,September 2022
DINANT,TRADITIONAL,2023-09-01,,1.44,,,430.0,,September 2022
KELLOGGS,OT,2022-10-01,13.31,12.74,4.21,620.0,719.0,15.97,September 2022
KELLOGGS,OT,2022-11-01,14.38,12.97,9.8,599.0,742.0,23.87,September 2022
KELLOGGS,OT,2022-12-01,15.31,13.57,11.32,638.0,742.0,16.3,September 2022
KELLOGGS,OT,2023-01-01,13.97,12.69,9.2,688.0,709.0,3.05,September 2022
KELLOGGS,OT,2023-02-01,13.1,11.52,12.04,628.0,681.0,8.44,September 2022
KELLOGGS,OT,2023-03-01,14.38,12.35,14.11,604.0,683.0,13.08,September 2022
KELLOGGS,OT,2023-04-01,,12.87,,,675.0,,September 2022
KELLOGGS,OT,2023-05-01,,12.75,,,679.0,,September 2022
KELLOGGS,OT,2023-06-01,,12.97,,,676.0,,September 2022
KELLOGGS,OT,2023-07-01,,13.15,,,670.0,,September 2022
KELLOGGS,OT,2023-08-01,,12.74,,,664.0,,September 2022
KELLOGGS,OT,2023-09-01,,12.84,,,637.0,,September 2022
KELLOGGS,TRADITIONAL,2022-10-01,6.07,6.08,0.06,43.0,56.0,30.23,September 2022
KELLOGGS,TRADITIONAL,2022-11-01,5.97,6.11,2.34,40.0,49.0,22.5,September 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,6.07,4.83,45.0,53.0,17.78,September 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.39,4.53,48.0,47.0,2.08,September 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.57,9.15,49.0,46.0,6.12,September 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.28,0.14,48.0,43.0,10.42,September 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.3,,,50.0,,September 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.47,,,46.0,,September 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.4,,,46.0,,September 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.32,,,44.0,,September 2022
KELLOGGS,TRADITIONAL,2023-08-01,,6.24,,,46.0,,September 2022
KELLOGGS,TRADITIONAL,2023-09-01,,6.42,,,43.0,,September 2022
OTHERS,OT,2022-10-01,14.74,14.27,3.24,1463.0,1595.0,9.02,September 2022
OTHERS,OT,2022-11-01,14.55,13.98,3.92,1463.0,1657.0,13.26,September 2022
OTHERS,OT,2022-12-01,13.83,14.2,2.64,1579.0,1644.0,4.12,September 2022
OTHERS,OT,2023-01-01,13.26,14.33,8.1,1661.0,1497.0,9.87,September 2022
OTHERS,OT,2023-02-01,12.88,14.49,12.49,1573.0,1460.0,7.18,September 2022
OTHERS,OT,2023-03-01,12.9,14.68,13.77,1552.0,1512.0,2.58,September 2022
OTHERS,OT,2023-04-01,,14.59,,,1536.0,,September 2022
OTHERS,OT,2023-05-01,,14.47,,,1548.0,,September 2022
OTHERS,OT,2023-06-01,,14.61,,,1561.0,,September 2022
OTHERS,OT,2023-07-01,,14.38,,,1545.0,,September 2022
OTHERS,OT,2023-08-01,,14.62,,,1531.0,,September 2022
OTHERS,OT,2023-09-01,,14.95,,,1507.0,,September 2022
OTHERS,TRADITIONAL,2022-10-01,1.02,1.0,2.54,289.0,314.0,8.65,September 2022
OTHERS,TRADITIONAL,2022-11-01,1.01,1.02,0.55,292.0,312.0,6.85,September 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.06,1.37,277.0,314.0,13.36,September 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.08,2.51,296.0,321.0,8.45,September 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.11,5.97,315.0,315.0,0.0,September 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.13,3.82,331.0,313.0,5.44,September 2022
OTHERS,TRADITIONAL,2023-04-01,,1.18,,,310.0,,September 2022
OTHERS,TRADITIONAL,2023-05-01,,1.22,,,302.0,,September 2022
OTHERS,TRADITIONAL,2023-06-01,,1.27,,,303.0,,September 2022
OTHERS,TRADITIONAL,2023-07-01,,1.32,,,302.0,,September 2022
OTHERS,TRADITIONAL,2023-08-01,,1.35,,,297.0,,September 2022
OTHERS,TRADITIONAL,2023-09-01,,1.41,,,301.0,,September 2022
PEPSICO,OT,2022-10-01,9.55,9.87,3.3,2489.0,2607.0,4.74,September 2022
PEPSICO,OT,2022-11-01,9.39,9.78,4.15,2326.0,2634.0,13.24,September 2022
PEPSICO,OT,2022-12-01,10.09,9.84,2.45,2217.0,2595.0,17.05,September 2022
PEPSICO,OT,2023-01-01,10.07,10.03,0.38,2305.0,2575.0,11.71,September 2022
