Manufacturer,Channel,Date,PPU,PPU_hat,PPU MAPE,TDP,TDP_hat,TDP MAPE,forecast_month
BIMBO,OT,2022-10-01,9.97,8.89,10.85,389.0,356.0,8.48,June 2022
BIMBO,OT,2022-11-01,9.52,7.68,19.35,355.0,340.0,4.23,June 2022
BIMBO,OT,2022-12-01,10.47,8.3,20.75,355.0,361.0,1.69,June 2022
BIMBO,OT,2023-01-01,11.05,8.06,27.07,375.0,362.0,3.47,June 2022
BIMBO,OT,2023-02-01,10.95,7.79,28.87,384.0,368.0,4.17,June 2022
BIMBO,OT,2023-03-01,9.83,7.35,25.25,397.0,407.0,2.52,June 2022
BIMBO,OT,2023-04-01,,8.07,,,399.0,,June 2022
BIMBO,OT,2023-05-01,,7.21,,,428.0,,June 2022
BIMBO,OT,2023-06-01,,6.99,,,441.0,,June 2022
BIMBO,TRADITIONAL,2022-07-01,3.81,3.73,2.22,82.0,68.0,17.07,June 2022
BIMBO,TRADITIONAL,2022-08-01,4.08,3.82,6.31,87.0,67.0,22.99,June 2022
BIMBO,TRADITIONAL,2022-09-01,4.05,3.89,4.01,91.0,71.0,21.98,June 2022
BIMBO,TRADITIONAL,2022-10-01,4.18,3.86,7.53,96.0,69.0,28.12,June 2022
BIMBO,TRADITIONAL,2022-11-01,4.15,3.94,5.04,96.0,74.0,22.92,June 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.09,0.62,96.0,79.0,17.71,June 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,3.96,1.39,96.0,79.0,17.71,June 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,3.98,4.86,100.0,82.0,18.0,June 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.03,7.68,105.0,82.0,21.9,June 2022
BIMBO,TRADITIONAL,2023-04-01,,3.96,,,84.0,,June 2022
BIMBO,TRADITIONAL,2023-05-01,,3.99,,,84.0,,June 2022
BIMBO,TRADITIONAL,2023-06-01,,4.12,,,86.0,,June 2022
DIANA,OT,2022-07-01,6.56,6.71,2.41,1087.0,1004.0,7.64,June 2022
DIANA,OT,2022-08-01,6.5,6.73,3.5,1066.0,1014.0,4.88,June 2022
DIANA,OT,2022-09-01,6.52,6.16,5.51,1031.0,1051.0,1.94,June 2022
DIANA,OT,2022-10-01,6.72,6.65,1.01,1006.0,1100.0,9.34,June 2022
DIANA,OT,2022-11-01,6.78,6.73,0.74,882.0,1133.0,28.46,June 2022
DIANA,OT,2022-12-01,6.69,6.56,1.93,918.0,1117.0,21.68,June 2022
DIANA,OT,2023-01-01,6.81,6.68,1.93,908.0,1075.0,18.39,June 2022
DIANA,OT,2023-02-01,6.79,6.76,0.35,914.0,1074.0,17.51,June 2022
DIANA,OT,2023-03-01,6.8,6.62,2.65,948.0,1108.0,16.88,June 2022
DIANA,OT,2023-04-01,,6.48,,,1142.0,,June 2022
DIANA,OT,2023-05-01,,6.63,,,1148.0,,June 2022
DIANA,OT,2023-06-01,,6.49,,,1155.0,,June 2022
DIANA,TRADITIONAL,2022-07-01,0.99,0.99,0.04,656.0,658.0,0.3,June 2022
DIANA,TRADITIONAL,2022-08-01,1.03,0.99,3.51,622.0,654.0,5.14,June 2022
DIANA,TRADITIONAL,2022-09-01,1.05,1.01,4.44,632.0,650.0,2.85,June 2022
DIANA,TRADITIONAL,2022-10-01,1.06,1.0,6.14,637.0,682.0,7.06,June 2022
DIANA,TRADITIONAL,2022-11-01,1.06,1.0,4.83,623.0,689.0,10.59,June 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.02,2.66,626.0,692.0,10.54,June 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.02,3.98,646.0,688.0,6.5,June 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.02,4.46,644.0,673.0,4.5,June 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.04,3.93,646.0,672.0,4.02,June 2022
DIANA,TRADITIONAL,2023-04-01,,1.04,,,678.0,,June 2022
DIANA,TRADITIONAL,2023-05-01,,1.05,,,663.0,,June 2022
DIANA,TRADITIONAL,2023-06-01,,1.06,,,656.0,,June 2022
DINANT,OT,2022-07-01,8.97,8.61,4.02,392.0,392.0,0.0,June 2022
DINANT,OT,2022-08-01,9.24,8.39,9.14,398.0,408.0,2.51,June 2022
DINANT,OT,2022-09-01,9.3,8.55,8.02,417.0,402.0,3.6,June 2022
DINANT,OT,2022-10-01,9.17,9.22,0.47,429.0,411.0,4.2,June 2022
DINANT,OT,2022-11-01,8.9,8.67,2.6,463.0,407.0,12.1,June 2022
DINANT,OT,2022-12-01,8.81,8.43,4.34,392.0,398.0,1.53,June 2022
DINANT,OT,2023-01-01,9.15,8.89,2.85,386.0,366.0,5.18,June 2022
DINANT,OT,2023-02-01,8.99,9.26,2.96,372.0,351.0,5.65,June 2022
DINANT,OT,2023-03-01,8.98,8.89,1.04,415.0,349.0,15.9,June 2022
DINANT,OT,2023-04-01,,8.84,,,339.0,,June 2022
DINANT,OT,2023-05-01,,8.8,,,327.0,,June 2022
DINANT,OT,2023-06-01,,8.76,,,324.0,,June 2022
DINANT,TRADITIONAL,2022-07-01,1.23,1.21,1.96,393.0,431.0,9.67,June 2022
DINANT,TRADITIONAL,2022-08-01,1.28,1.19,7.62,398.0,435.0,9.3,June 2022
DINANT,TRADITIONAL,2022-09-01,1.35,1.2,10.82,389.0,415.0,6.68,June 2022
DINANT,TRADITIONAL,2022-10-01,1.42,1.2,15.5,370.0,481.0,30.0,June 2022
DINANT,TRADITIONAL,2022-11-01,1.43,1.2,16.38,357.0,454.0,27.17,June 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.21,17.93,353.0,490.0,38.81,June 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.21,16.87,400.0,436.0,9.0,June 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.2,15.33,413.0,437.0,5.81,June 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.2,15.07,420.0,433.0,3.1,June 2022
DINANT,TRADITIONAL,2023-04-01,,1.2,,,456.0,,June 2022
DINANT,TRADITIONAL,2023-05-01,,1.19,,,434.0,,June 2022
DINANT,TRADITIONAL,2023-06-01,,1.21,,,446.0,,June 2022
KELLOGGS,OT,2022-07-01,12.88,12.95,0.52,708.0,712.0,0.56,June 2022
KELLOGGS,OT,2022-08-01,12.1,12.73,5.22,677.0,731.0,7.98,June 2022
KELLOGGS,OT,2022-09-01,12.4,12.74,2.72,638.0,698.0,9.4,June 2022
KELLOGGS,OT,2022-10-01,13.31,13.09,1.59,620.0,789.0,27.26,June 2022
KELLOGGS,OT,2022-11-01,14.38,13.32,7.33,599.0,808.0,34.89,June 2022
KELLOGGS,OT,2022-12-01,15.31,13.94,8.89,638.0,800.0,25.39,June 2022
KELLOGGS,OT,2023-01-01,13.97,13.03,6.71,688.0,757.0,10.03,June 2022
KELLOGGS,OT,2023-02-01,13.1,11.83,9.64,628.0,734.0,16.88,June 2022
KELLOGGS,OT,2023-03-01,14.38,12.69,11.77,604.0,740.0,22.52,June 2022
KELLOGGS,OT,2023-04-01,,13.22,,,738.0,,June 2022
KELLOGGS,OT,2023-05-01,,13.1,,,751.0,,June 2022
KELLOGGS,OT,2023-06-01,,13.32,,,755.0,,June 2022
KELLOGGS,TRADITIONAL,2022-07-01,6.41,6.46,0.66,46.0,45.0,2.17,June 2022
KELLOGGS,TRADITIONAL,2022-08-01,6.21,6.42,3.28,48.0,45.0,6.25,June 2022
KELLOGGS,TRADITIONAL,2022-09-01,6.26,6.65,6.25,45.0,45.0,0.0,June 2022
KELLOGGS,TRADITIONAL,2022-10-01,6.07,6.37,4.85,43.0,48.0,11.63,June 2022
KELLOGGS,TRADITIONAL,2022-11-01,5.97,6.4,7.22,40.0,48.0,20.0,June 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,6.36,9.85,45.0,47.0,4.44,June 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.69,0.01,48.0,48.0,0.0,June 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.89,14.33,49.0,48.0,2.04,June 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.58,4.61,48.0,46.0,4.17,June 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.6,,,49.0,,June 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.77,,,48.0,,June 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.7,,,47.0,,June 2022
OTHERS,OT,2022-07-01,13.97,13.75,1.54,1547.0,1585.0,2.46,June 2022
OTHERS,OT,2022-08-01,13.8,14.48,4.92,1557.0,1566.0,0.58,June 2022
OTHERS,OT,2022-09-01,14.46,14.47,0.07,1491.0,1557.0,4.43,June 2022
OTHERS,OT,2022-10-01,14.74,14.49,1.74,1463.0,1612.0,10.18,June 2022
OTHERS,OT,2022-11-01,14.55,14.27,1.96,1463.0,1668.0,14.01,June 2022
OTHERS,OT,2022-12-01,13.83,14.65,5.91,1579.0,1663.0,5.32,June 2022
OTHERS,OT,2023-01-01,13.26,14.66,10.52,1661.0,1511.0,9.03,June 2022
OTHERS,OT,2023-02-01,12.88,14.94,15.97,1573.0,1475.0,6.23,June 2022
OTHERS,OT,2023-03-01,12.9,14.87,15.25,1552.0,1520.0,2.06,June 2022
OTHERS,OT,2023-04-01,,15.08,,,1555.0,,June 2022
OTHERS,OT,2023-05-01,,15.09,,,1565.0,,June 2022
OTHERS,OT,2023-06-01,,15.2,,,1585.0,,June 2022
OTHERS,TRADITIONAL,2022-07-01,0.94,0.97,2.62,283.0,262.0,7.42,June 2022
OTHERS,TRADITIONAL,2022-08-01,0.95,1.03,9.11,279.0,249.0,10.75,June 2022
OTHERS,TRADITIONAL,2022-09-01,0.99,1.12,12.77,306.0,241.0,21.24,June 2022
OTHERS,TRADITIONAL,2022-10-01,1.02,1.15,12.8,289.0,239.0,17.3,June 2022
OTHERS,TRADITIONAL,2022-11-01,1.01,1.21,19.31,292.0,231.0,20.89,June 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.28,19.87,277.0,225.0,18.77,June 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.34,27.49,296.0,225.0,23.99,June 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.42,34.74,315.0,214.0,32.06,June 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.47,34.88,331.0,206.0,37.76,June 2022
OTHERS,TRADITIONAL,2023-04-01,,1.57,,,199.0,,June 2022
OTHERS,TRADITIONAL,2023-05-01,,1.65,,,188.0,,June 2022
OTHERS,TRADITIONAL,2023-06-01,,1.75,,,184.0,,June 2022
PEPSICO,OT,2022-07-01,10.51,10.47,0.32,2376.0,2401.0,1.05,June 2022
PEPSICO,OT,2022-08-01,10.33,10.37,0.34,2425.0,2446.0,0.87,June 2022
PEPSICO,OT,2022-09-01,9.72,10.65,9.63,2468.0,2372.0,3.89,June 2022
PEPSICO,OT,2022-10-01,9.55,10.68,11.82,2489.0,2531.0,1.69,June 2022
PEPSICO,OT,2022-11-01,9.39,10.59,12.74,2326.0,2547.0,9.5,June 2022
PEPSICO,OT,2022-12-01,10.09,10.66,5.59,2217.0,2602.0,17.37,June 2022
PEPSICO,OT,2023-01-01,10.07,10.86,7.83,2305.0,2471.0,7.2,June 2022
PEPSICO,OT,2023-02-01,9.62,10.51,9.2,2247.0,2439.0,8.54,June 2022
PEPSICO,OT,2023-03-01,10.0,10.65,6.51,2261.0,2417.0,6.9,June 2022
PEPSICO,OT,2023-04-01,,10.71,,,2435.0,,June 2022
PEPSICO,OT,2023-05-01,,10.68,,,2394.0,,June 2022
PEPSICO,OT,2023-06-01,,10.71,,,2430.0,,June 2022
PEPSICO,TRADITIONAL,2022-07-01,1.61,1.54,4.3,1567.0,1446.0,7.72,June 2022
PEPSICO,TRADITIONAL,2022-08-01,1.66,1.54,7.38,1564.0,1419.0,9.27,June 2022
PEPSICO,TRADITIONAL,2022-09-01,1.7,1.54,9.2,1567.0,1405.0,10.34,June 2022
PEPSICO,TRADITIONAL,2022-10-01,1.74,1.55,10.71,1544.0,1517.0,1.75,June 2022
PEPSICO,TRADITIONAL,2022-11-01,1.76,1.55,11.93,1551.0,1521.0,1.93,June 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.56,16.22,1576.0,1565.0,0.7,June 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.57,17.12,1612.0,1431.0,11.23,June 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.58,16.13,1623.0,1428.0,12.01,June 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.55,18.61,1636.0,1451.0,11.31,June 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.57,,,1467.0,,June 2022
PEPSICO,TRADITIONAL,2023-05-01,,1.57,,,1450.0,,June 2022
PEPSICO,TRADITIONAL,2023-06-01,,1.57,,,1411.0,,June 2022
SEÑORIAL,OT,2022-07-01,6.08,6.2,1.97,828.0,788.0,4.83,June 2022
SEÑORIAL,OT,2022-08-01,6.38,6.26,2.0,811.0,795.0,1.97,June 2022
SEÑORIAL,OT,2022-09-01,7.94,6.25,21.32,800.0,806.0,0.75,June 2022
SEÑORIAL,OT,2022-10-01,7.62,6.56,13.9,783.0,833.0,6.39,June 2022
SEÑORIAL,OT,2022-11-01,6.7,6.33,5.54,795.0,844.0,6.16,June 2022
SEÑORIAL,OT,2022-12-01,5.88,5.92,0.62,926.0,873.0,5.72,June 2022
SEÑORIAL,OT,2023-01-01,6.52,6.01,7.93,931.0,862.0,7.41,June 2022
SEÑORIAL,OT,2023-02-01,6.98,6.27,10.11,918.0,838.0,8.71,June 2022
SEÑORIAL,OT,2023-03-01,7.34,6.1,16.81,858.0,842.0,1.86,June 2022
SEÑORIAL,OT,2023-04-01,,6.19,,,830.0,,June 2022
SEÑORIAL,OT,2023-05-01,,6.41,,,804.0,,June 2022
SEÑORIAL,OT,2023-06-01,,6.36,,,807.0,,June 2022
SEÑORIAL,TRADITIONAL,2022-07-01,1.0,1.01,1.47,613.0,590.0,3.75,June 2022
SEÑORIAL,TRADITIONAL,2022-08-01,1.0,1.01,1.07,603.0,593.0,1.66,June 2022
SEÑORIAL,TRADITIONAL,2022-09-01,1.0,1.01,0.95,633.0,596.0,5.85,June 2022
SEÑORIAL,TRADITIONAL,2022-10-01,1.01,1.01,0.71,642.0,625.0,2.65,June 2022
SEÑORIAL,TRADITIONAL,2022-11-01,1.01,1.01,0.08,612.0,614.0,0.33,June 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.02,1.09,611.0,608.0,0.49,June 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.01,0.4,633.0,619.0,2.21,June 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.02,0.38,649.0,600.0,7.55,June 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.02,1.41,655.0,600.0,8.4,June 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.02,,,602.0,,June 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.02,,,599.0,,June 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.03,,,598.0,,June 2022
BIMBO,OT,2022-08-01,9.46,8.11,14.23,386.0,379.0,1.81,July 2022
BIMBO,OT,2022-09-01,9.54,7.99,16.31,386.0,381.0,1.3,July 2022
BIMBO,OT,2022-10-01,9.97,9.18,7.96,389.0,402.0,3.34,July 2022
BIMBO,OT,2022-11-01,9.52,7.91,16.87,355.0,381.0,7.32,July 2022
BIMBO,OT,2022-12-01,10.47,8.56,18.29,355.0,404.0,13.8,July 2022
BIMBO,OT,2023-01-01,11.05,8.28,25.06,375.0,405.0,8.0,July 2022
BIMBO,OT,2023-02-01,10.95,8.04,26.54,384.0,414.0,7.81,July 2022
BIMBO,OT,2023-03-01,9.83,7.67,22.03,397.0,456.0,14.86,July 2022
BIMBO,OT,2023-04-01,,8.5,,,449.0,,July 2022
BIMBO,OT,2023-05-01,,7.54,,,479.0,,July 2022
BIMBO,OT,2023-06-01,,7.35,,,493.0,,July 2022
BIMBO,OT,2023-07-01,,6.88,,,494.0,,July 2022
BIMBO,TRADITIONAL,2022-08-01,4.08,3.91,4.19,87.0,85.0,2.3,July 2022
BIMBO,TRADITIONAL,2022-09-01,4.05,3.97,1.83,91.0,95.0,4.4,July 2022
BIMBO,TRADITIONAL,2022-10-01,4.18,3.95,5.43,96.0,98.0,2.08,July 2022
BIMBO,TRADITIONAL,2022-11-01,4.15,4.03,2.89,96.0,115.0,19.79,July 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.18,2.9,96.0,133.0,38.54,July 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,4.05,0.85,96.0,137.0,42.71,July 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,4.07,2.7,100.0,148.0,48.0,July 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.12,5.58,105.0,155.0,47.62,July 2022
BIMBO,TRADITIONAL,2023-04-01,,4.05,,,173.0,,July 2022
BIMBO,TRADITIONAL,2023-05-01,,4.08,,,173.0,,July 2022
BIMBO,TRADITIONAL,2023-06-01,,4.22,,,193.0,,July 2022
BIMBO,TRADITIONAL,2023-07-01,,4.25,,,210.0,,July 2022
DIANA,OT,2022-08-01,6.5,6.63,2.03,1066.0,1076.0,0.94,July 2022
DIANA,OT,2022-09-01,6.52,6.07,6.85,1031.0,1111.0,7.76,July 2022
DIANA,OT,2022-10-01,6.72,6.56,2.39,1006.0,1159.0,15.21,July 2022
DIANA,OT,2022-11-01,6.78,6.63,2.13,882.0,1196.0,35.6,July 2022
DIANA,OT,2022-12-01,6.69,6.47,3.31,918.0,1189.0,29.52,July 2022
DIANA,OT,2023-01-01,6.81,6.59,3.28,908.0,1170.0,28.85,July 2022
DIANA,OT,2023-02-01,6.79,6.67,1.72,914.0,1164.0,27.35,July 2022
DIANA,OT,2023-03-01,6.8,6.53,3.99,948.0,1190.0,25.53,July 2022
DIANA,OT,2023-04-01,,6.39,,,1214.0,,July 2022
DIANA,OT,2023-05-01,,6.53,,,1215.0,,July 2022
DIANA,OT,2023-06-01,,6.4,,,1214.0,,July 2022
DIANA,OT,2023-07-01,,6.57,,,1176.0,,July 2022
DIANA,TRADITIONAL,2022-08-01,1.03,0.99,3.54,622.0,652.0,4.82,July 2022
DIANA,TRADITIONAL,2022-09-01,1.05,1.0,4.48,632.0,648.0,2.53,July 2022
DIANA,TRADITIONAL,2022-10-01,1.06,1.0,6.19,637.0,681.0,6.91,July 2022
DIANA,TRADITIONAL,2022-11-01,1.06,1.0,4.89,623.0,688.0,10.43,July 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.02,2.73,626.0,691.0,10.38,July 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.02,4.05,646.0,686.0,6.19,July 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.02,4.52,644.0,672.0,4.35,July 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.03,4.01,646.0,671.0,3.87,July 2022
DIANA,TRADITIONAL,2023-04-01,,1.04,,,676.0,,July 2022
DIANA,TRADITIONAL,2023-05-01,,1.04,,,662.0,,July 2022
DIANA,TRADITIONAL,2023-06-01,,1.05,,,655.0,,July 2022
DIANA,TRADITIONAL,2023-07-01,,1.06,,,662.0,,July 2022
DINANT,OT,2022-08-01,9.24,8.71,5.76,398.0,409.0,2.76,July 2022
DINANT,OT,2022-09-01,9.3,8.86,4.69,417.0,402.0,3.6,July 2022
DINANT,OT,2022-10-01,9.17,9.55,4.09,429.0,411.0,4.2,July 2022
DINANT,OT,2022-11-01,8.9,8.98,0.89,463.0,408.0,11.88,July 2022
DINANT,OT,2022-12-01,8.81,8.73,0.93,392.0,398.0,1.53,July 2022
DINANT,OT,2023-01-01,9.15,9.21,0.57,386.0,367.0,4.92,July 2022
DINANT,OT,2023-02-01,8.99,9.58,6.58,372.0,352.0,5.38,July 2022
DINANT,OT,2023-03-01,8.98,9.2,2.45,415.0,350.0,15.66,July 2022
DINANT,OT,2023-04-01,,9.15,,,340.0,,July 2022
DINANT,OT,2023-05-01,,9.11,,,328.0,,July 2022
DINANT,OT,2023-06-01,,9.06,,,325.0,,July 2022
DINANT,OT,2023-07-01,,8.94,,,311.0,,July 2022
DINANT,TRADITIONAL,2022-08-01,1.28,1.21,5.81,398.0,397.0,0.25,July 2022
DINANT,TRADITIONAL,2022-09-01,1.35,1.22,9.31,389.0,391.0,0.51,July 2022
DINANT,TRADITIONAL,2022-10-01,1.42,1.23,13.59,370.0,425.0,14.86,July 2022
DINANT,TRADITIONAL,2022-11-01,1.43,1.23,14.31,357.0,428.0,19.89,July 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.25,15.31,353.0,432.0,22.38,July 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.25,13.91,400.0,437.0,9.25,July 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.23,12.76,413.0,440.0,6.54,July 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.24,12.2,420.0,430.0,2.38,July 2022
DINANT,TRADITIONAL,2023-04-01,,1.26,,,441.0,,July 2022
DINANT,TRADITIONAL,2023-05-01,,1.24,,,428.0,,July 2022
DINANT,TRADITIONAL,2023-06-01,,1.26,,,432.0,,July 2022
DINANT,TRADITIONAL,2023-07-01,,1.28,,,435.0,,July 2022
KELLOGGS,OT,2022-08-01,12.1,12.66,4.68,677.0,714.0,5.47,July 2022
KELLOGGS,OT,2022-09-01,12.4,12.67,2.19,638.0,694.0,8.78,July 2022
KELLOGGS,OT,2022-10-01,13.31,13.03,2.1,620.0,788.0,27.1,July 2022
KELLOGGS,OT,2022-11-01,14.38,13.25,7.82,599.0,822.0,37.23,July 2022
KELLOGGS,OT,2022-12-01,15.31,13.87,9.37,638.0,826.0,29.47,July 2022
KELLOGGS,OT,2023-01-01,13.97,12.97,7.2,688.0,793.0,15.26,July 2022
KELLOGGS,OT,2023-02-01,13.1,11.77,10.11,628.0,763.0,21.5,July 2022
KELLOGGS,OT,2023-03-01,14.38,12.62,12.23,604.0,765.0,26.66,July 2022
KELLOGGS,OT,2023-04-01,,13.15,,,757.0,,July 2022
KELLOGGS,OT,2023-05-01,,13.03,,,764.0,,July 2022
KELLOGGS,OT,2023-06-01,,13.25,,,762.0,,July 2022
KELLOGGS,OT,2023-07-01,,13.43,,,757.0,,July 2022
KELLOGGS,TRADITIONAL,2022-08-01,6.21,6.39,2.85,48.0,47.0,2.08,July 2022
KELLOGGS,TRADITIONAL,2022-09-01,6.26,6.62,5.82,45.0,47.0,4.44,July 2022
KELLOGGS,TRADITIONAL,2022-10-01,6.07,6.34,4.41,43.0,50.0,16.28,July 2022
KELLOGGS,TRADITIONAL,2022-11-01,5.97,6.38,6.78,40.0,50.0,25.0,July 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,6.33,9.39,45.0,49.0,8.89,July 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.66,0.4,48.0,50.0,4.17,July 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.86,13.87,49.0,50.0,2.04,July 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.55,4.18,48.0,48.0,0.0,July 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.57,,,51.0,,July 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.75,,,50.0,,July 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.67,,,49.0,,July 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.6,,,49.0,,July 2022
OTHERS,OT,2022-08-01,13.8,14.6,5.85,1557.0,1527.0,1.93,July 2022
OTHERS,OT,2022-09-01,14.46,14.61,1.03,1491.0,1534.0,2.88,July 2022
OTHERS,OT,2022-10-01,14.74,14.63,0.77,1463.0,1603.0,9.57,July 2022
OTHERS,OT,2022-11-01,14.55,14.43,0.84,1463.0,1652.0,12.92,July 2022
OTHERS,OT,2022-12-01,13.83,14.79,6.92,1579.0,1584.0,0.32,July 2022
OTHERS,OT,2023-01-01,13.26,14.82,11.73,1661.0,1515.0,8.79,July 2022
OTHERS,OT,2023-02-01,12.88,15.11,17.26,1573.0,1503.0,4.45,July 2022
OTHERS,OT,2023-03-01,12.9,15.07,16.83,1552.0,1495.0,3.67,July 2022
OTHERS,OT,2023-04-01,,15.28,,,1510.0,,July 2022
OTHERS,OT,2023-05-01,,15.31,,,1534.0,,July 2022
OTHERS,OT,2023-06-01,,15.42,,,1560.0,,July 2022
OTHERS,OT,2023-07-01,,15.25,,,1545.0,,July 2022
OTHERS,TRADITIONAL,2022-08-01,0.95,1.0,5.19,279.0,274.0,1.79,July 2022
OTHERS,TRADITIONAL,2022-09-01,0.99,1.06,7.6,306.0,269.0,12.09,July 2022
OTHERS,TRADITIONAL,2022-10-01,1.02,1.09,6.57,289.0,271.0,6.23,July 2022
OTHERS,TRADITIONAL,2022-11-01,1.01,1.13,11.66,292.0,266.0,8.9,July 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.19,11.14,277.0,263.0,5.05,July 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.23,17.17,296.0,266.0,10.14,July 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.29,22.77,315.0,257.0,18.41,July 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.33,21.88,331.0,251.0,24.17,July 2022
OTHERS,TRADITIONAL,2023-04-01,,1.41,,,246.0,,July 2022
OTHERS,TRADITIONAL,2023-05-01,,1.47,,,236.0,,July 2022
OTHERS,TRADITIONAL,2023-06-01,,1.55,,,234.0,,July 2022
OTHERS,TRADITIONAL,2023-07-01,,1.62,,,230.0,,July 2022
PEPSICO,OT,2022-08-01,10.33,10.39,0.61,2425.0,2441.0,0.66,July 2022
PEPSICO,OT,2022-09-01,9.72,10.68,9.93,2468.0,2367.0,4.09,July 2022
PEPSICO,OT,2022-10-01,9.55,10.71,12.12,2489.0,2525.0,1.45,July 2022
PEPSICO,OT,2022-11-01,9.39,10.62,13.04,2326.0,2542.0,9.29,July 2022
PEPSICO,OT,2022-12-01,10.09,10.68,5.88,2217.0,2597.0,17.14,July 2022
PEPSICO,OT,2023-01-01,10.07,10.89,8.12,2305.0,2467.0,7.03,July 2022
PEPSICO,OT,2023-02-01,9.62,10.54,9.49,2247.0,2434.0,8.32,July 2022
PEPSICO,OT,2023-03-01,10.0,10.68,6.8,2261.0,2413.0,6.72,July 2022
PEPSICO,OT,2023-04-01,,10.74,,,2428.0,,July 2022
PEPSICO,OT,2023-05-01,,10.71,,,2389.0,,July 2022
PEPSICO,OT,2023-06-01,,10.74,,,2424.0,,July 2022
PEPSICO,OT,2023-07-01,,10.89,,,2427.0,,July 2022
PEPSICO,TRADITIONAL,2022-08-01,1.66,1.61,2.86,1564.0,1575.0,0.7,July 2022
PEPSICO,TRADITIONAL,2022-09-01,1.7,1.63,4.11,1567.0,1583.0,1.02,July 2022
PEPSICO,TRADITIONAL,2022-10-01,1.74,1.63,5.89,1544.0,1728.0,11.92,July 2022
PEPSICO,TRADITIONAL,2022-11-01,1.76,1.63,7.24,1551.0,1733.0,11.73,July 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.65,11.48,1576.0,1729.0,9.71,July 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.66,12.1,1612.0,1725.0,7.01,July 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.66,11.47,1623.0,1721.0,6.04,July 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.64,13.98,1636.0,1704.0,4.16,July 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.65,,,1709.0,,July 2022
